time_s,scheme,environment_temperature_c,environment_moisture_kg_kg,picard_iterations,temperature_residual,moisture_residual,temperature_linear_residual,moisture_linear_residual,surface_heat_internal_w_m2,surface_heat_robin_w_m2,surface_heat_boundary_residual_w_m2,surface_moisture_internal_kg_m2_s,surface_moisture_robin_kg_m2_s,surface_moisture_boundary_residual_kg_m2_s,surface_k_w_m_k,surface_D_m2_s,mass_step_residual,heat_step_residual_j,property_min_json,property_max_json,picard_history_json,temperature_min_k,temperature_max_k,moisture_min_kg_kg,moisture_max_kg_kg,center_heat_flux_w_m2,center_moisture_flux_kg_m2_s
0.25,bdf2,28.0022,0.019631625000000003,3,1.3892330739712308e-13,6.525499095326171e-13,2.6266775421390776e-08,1.8740120566462792e-11,-0.054585192174700044,-0.05459349674197256,8.30456727251433e-06,2.0114432808498364e-06,2.0121779357916697e-06,-7.346549418332736e-10,0.48249909750432296,5.635738664722423e-09,4.938627672547141e-10,-1.3399411230840052e-05,"{""D"": 5.635738664722423e-09, ""cp"": 3411.993502031125, ""k"": 0.48249909750432296, ""rho"": 974.4613177266672}","{""D"": 5.6416809981569e-09, ""cp"": 3415.295774647891, ""k"": 0.4829577464788738, ""rho"": 976.4000000000021}","[[2.507087772140365e-09, 9.325553537178022e-05], [3.218264118370407e-13, 1.1470935399805821e-08], [1.3892330739712308e-13, 6.525499095326171e-13]]",301.1499999999986,301.1500162601303,2.5348540447395873,2.5500000000000167,0.0,0.0
0.5,bdf2,28.0044,0.01963325,2,2.0876244952030753e-13,8.31447137718612e-09,2.161414158763364e-09,3.1037394876420876e-12,-0.10884098210031198,-0.10885192319278758,1.0941092475597047e-05,2.006663477949637e-06,2.0071807446404074e-06,-5.17266690770181e-10,0.48230884449668854,5.633275419846832e-09,4.926362720114308e-10,-2.6716293917795934e-05,"{""D"": 5.633275419846832e-09, ""cp"": 3410.6236803761576, ""k"": 0.48230884449668854, ""rho"": 973.6619751424653}","{""D"": 5.641682323161451e-09, ""cp"": 3415.2957746478924, ""k"": 0.482957746478874, ""rho"": 976.4000000000033}","[[3.554689396394518e-09, 6.547778861906816e-05], [2.0876244952030753e-13, 8.31447137718612e-09]]",301.1499999999986,301.15004592307224,2.5286091808005096,2.550000000000025,0.0,0.0
0.75,bdf2,28.0066,0.019634875000000003,2,3.6240854612899066e-13,6.863180176680351e-09,1.8680907487578224e-08,1.4992451724538114e-12,-0.16287973809162618,-0.16289284729964493,1.310920801875226e-05,2.0029352432980658e-06,2.003356189327675e-06,-4.2094602960929755e-10,0.48216279220083225,5.631386566489764e-09,4.916975849311207e-10,-3.997983763625514e-05,"{""D"": 5.631386566489764e-09, ""cp"": 3409.5721038459924, ""k"": 0.48216279220083225, ""rho"": 973.050254292428}","{""D"": 5.641684151144093e-09, ""cp"": 3415.2957746478924, ""k"": 0.482957746478874, ""rho"": 976.4000000000033}","[[4.354176730422349e-09, 5.327088903659396e-05], [3.6240854612899066e-13, 6.863180176680351e-09]]",301.1499999999986,301.150084286108,2.523830111659594,2.550000000000025,0.0,0.0
1.0,bdf2,28.0088,0.0196365,2,2.489670834953944e-13,5.982052674564235e-09,1.5227442418108694e-08,7.949640945525971e-12,-0.216742830541886,-0.21675832972647413,1.5499184588124715e-05,1.9997749778905476e-06,2.0001385059839668e-06,-3.63528093419129e-10,0.4820396158663096,5.62979558358559e-09,4.909078466330152e-10,-5.320053765184179e-05,"{""D"": 5.62979558358559e-09, ""cp"": 3408.6852342374286, ""k"": 0.4820396158663096, ""rho"": 972.5356329574347}","{""D"": 5.641686415163048e-09, ""cp"": 3415.2957746478924, ""k"": 0.482957746478874, ""rho"": 976.4000000000033}","[[5.025997799349101e-09, 4.601618038212657e-05], [2.489670834953944e-13, 5.982052674564235e-09]]",301.1499999999986,301.1501296668109,2.519809632479958,2.550000000000025,0.0,0.0
1.25,bdf2,28.011,0.019638125000000003,2,1.1004380962212976e-13,5.373852996579873e-09,6.557229426107369e-09,8.562928144328907e-12,-0.27045529822682024,-0.27047267884370285,1.7380616882611832e-05,1.9969842716595133e-06,1.99730861706344e-06,-3.2434540392664395e-10,0.4819310579313265,5.628395317697627e-09,4.902132873501366e-10,-6.638428433256614e-05,"{""D"": 5.628395317697627e-09, ""cp"": 3407.9036171055504, ""k"": 0.4819310579313265, ""rho"": 972.0830587301505}","{""D"": 5.641689060058994e-09, ""cp"": 3415.2957746478924, ""k"": 0.482957746478874, ""rho"": 976.4000000000033}","[[5.616512031479606e-09, 4.1073631344891397e-05], [1.1004380962212976e-13, 5.373852996579873e-09]]",301.1499999999986,301.15018109284625,2.5162738963293,2.550000000000025,0.0,0.0
1.5,bdf2,28.0132,0.01963975,2,4.805685873753638e-13,4.921134001390324e-09,2.3718030206509866e-08,3.924860436654853e-12,-0.3240327366816962,-0.32405227841536544,1.9541733669248273e-05,1.9944587544574145e-06,1.9947541775120607e-06,-2.9542305464616136e-10,0.4818328837877933,5.627130781495024e-09,4.895863335878563e-10,-7.953429516772533e-05,"{""D"": 5.627130781495024e-09, ""cp"": 3407.1967632721125, ""k"": 0.4818328837877933, ""rho"": 971.6745564019297}","{""D"": 5.641692069057219e-09, ""cp"": 3415.2957746478924, ""k"": 0.482957746478874, ""rho"": 976.4000000000033}","[[6.149249375356347e-09, 3.742888010246388e-05], [4.805685873753638e-13, 4.921134001390324e-09]]",301.1499999999986,301.15023790886335,2.513082471890076,2.550000000000025,0.0,0.0
1.75,bdf2,28.0154,0.019641375000000003,2,3.331513679765604e-13,4.567240703281863e-09,1.3692556422029156e-08,3.3244518249375687e-12,-0.37748905241861486,-0.37750917191203825,2.011949342339836e-05,1.9921355070949025e-06,1.9924084526231557e-06,-2.72945528253187e-10,0.4817425779820592,5.6259692892141955e-09,4.890106060625793e-10,-9.265469790977237e-05,"{""D"": 5.6259692892141955e-09, ""cp"": 3406.5465614708264, ""k"": 0.4817425779820592, ""rho"": 971.299448419705}","{""D"": 5.641695408808498e-09, ""cp"": 3415.2957746478924, ""k"": 0.482957746478874, ""rho"": 976.4000000000033}","[[6.638357359169018e-09, 3.4598241646632706e-05], [3.331513679765604e-13, 4.567240703281863e-09]]",301.1499999999986,301.1502996331235,2.5101519407789445,2.550000000000025,0.0,0.0
2.0,bdf2,28.0176,0.019643,2,5.039739131924461e-13,4.280528698381625e-09,1.0685312190616969e-08,1.7212897773788427e-12,-0.43083106831154383,-0.4308526787085043,2.1610396960469735e-05,1.989973134796687e-06,1.9902279624576142e-06,-2.54827660927056e-10,0.48165850159026846,5.624889530665313e-09,4.884754332766431e-10,-0.0001057471798399009,"{""D"": 5.624889530665313e-09, ""cp"": 3405.941211449933, ""k"": 0.48165850159026846, ""rho"": 970.9507779932183}","{""D"": 5.641699068326644e-09, ""cp"": 3415.2957746478924, ""k"": 0.482957746478874, ""rho"": 976.4000000000033}","[[7.0927368911767886e-09, 3.231774753290955e-05], [5.039739131924461e-13, 4.280528698381625e-09]]",301.1499999999986,301.15036589285165,2.5074279530720176,2.550000000000025,0.0,0.0
