time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,surface,radius_cm,cmax_kg_kg,volume_mean_kg_kg
660.0,2.5499999999999967,2.5499999999999967,2.549999999999998,2.549999999999998,2.5500000000000007,2.549999999999996,2.55,2.550000000000004,2.549999999999997,2.549999999999995,2.5499999999999994,2.549999999999968,2.5499999999891423,2.549999997770701,2.5499997489344666,2.549984684742377,2.5494989547820253,2.5411504455992135,2.4640975148571296,2.0680113403356675,1.6243913739971942,1.9473838317152101,2.5500000000000047,2.4899356655962515
720.0,2.549999999999996,2.5499999999999954,2.549999999999999,2.5500000000000007,2.550000000000002,2.5500000000000025,2.55,2.5500000000000034,2.549999999999998,2.549999999999996,2.549999999999999,2.549999999999679,2.549999999924601,2.549999989608039,2.549999181298716,2.5499636030254367,2.549086862015871,2.5370147729499406,2.442812283770972,2.011885957674313,1.6063311740465014,1.9429031456310681,2.5500000000000047,2.48611073293943
780.0,2.5499999999999963,2.549999999999994,2.550000000000003,2.550000000000001,2.5500000000000056,2.550000000000002,2.5499999999999967,2.5500000000000007,2.550000000000001,2.5499999999999976,2.5499999999999905,2.549999999997541,2.5499999995983416,2.549999960819446,2.5499977353178678,2.549923160591597,2.5484678918712427,2.5318709849366687,2.419875352157727,1.9562754576891392,1.5898470061088226,1.9384782783171524,2.5500000000000065,2.4823756698392305
840.0,2.55,2.549999999999997,2.5500000000000074,2.550000000000004,2.550000000000003,2.550000000000001,2.550000000000001,2.550000000000002,2.5500000000000003,2.549999999999998,2.5499999999999203,2.5499999999852796,2.5499999982721757,2.5499998753247763,2.5499945071233006,2.5498526297764665,2.547589901491396,2.5257080350784125,2.395438543905091,1.9013905598956993,1.5746435334131679,1.9341104724919094,2.5500000000000074,2.478715215922102
900.0,2.549999999999996,2.549999999999998,2.550000000000002,2.5500000000000007,2.550000000000005,2.550000000000003,2.549999999999999,2.5500000000000025,2.5499999999999994,2.549999999999996,2.549999999999481,2.5499999999287097,2.5499999937587168,2.549999654936253,2.5499880138303044,2.5497386180846413,2.546405688867294,2.518491612657873,2.369726076001245,1.8473247760595963,1.5604595108678136,1.9298009708737864,2.550000000000006,2.475117121398468
960.0,2.549999999999996,2.549999999999997,2.550000000000003,2.550000000000003,2.550000000000006,2.550000000000007,2.5499999999999985,2.550000000000002,2.5500000000000025,2.549999999999979,2.5499999999971994,2.5499999997105243,2.549999980490769,2.5499991488612097,2.549976043736908,2.5495647905088794,2.5448690120460458,2.510252108820983,2.342921104623705,1.7940217711939135,1.5473270621069695,1.9255510161812297,2.5500000000000074,2.4715690624230007
1020.0,2.549999999999996,2.5500000000000025,2.550000000000007,2.550000000000002,2.550000000000004,2.5500000000000074,2.550000000000002,2.550000000000003,2.5499999999999967,2.549999999999887,2.5499999999873446,2.5499999989863746,2.549999945970506,2.5499980930326145,2.5499555198206965,2.5493132042985622,2.542935691279095,2.5009708609109933,2.3150973708747595,1.7416347834589225,1.5349681740365075,1.9213618511326862,2.5500000000000083,2.4680600657261955
1080.0,2.549999999999997,2.5500000000000025,2.5500000000000056,2.550000000000007,2.550000000000007,2.5500000000000047,2.5500000000000003,2.5500000000000043,2.549999999999993,2.5499999999994625,2.5499999999507663,2.5499999968691176,2.549999864917931,2.549996060151046,2.5499223766337082,2.5489641630900888,2.5405722369879387,2.4907067598844934,2.2864841454552707,1.6902799163246993,1.523510871613639,1.917234718446602,2.550000000000009,2.464582153843131
1140.0,2.5499999999999967,2.5500000000000034,2.5500000000000056,2.5500000000000047,2.5500000000000065,2.550000000000007,2.5500000000000003,2.550000000000003,2.549999999999976,2.5499999999977305,2.5499999998315825,2.5499999913119296,2.5499996904795434,2.5499924027398246,2.549871484221389,2.5484959078843437,2.537738000544195,2.47944087241153,2.2570721668951235,1.6400344315117878,1.5127343107866795,1.913170860841424,2.5500000000000096,2.461124654546251
1200.0,2.5499999999999985,2.550000000000003,2.5500000000000056,2.5500000000000043,2.5500000000000047,2.550000000000008,2.550000000000002,2.550000000000006,2.5499999999998986,2.549999999991476,2.5499999994843225,2.549999978013621,2.54999934193811,2.5499861909092902,2.5497964642143707,2.5478860133517074,2.534407967386807,2.4672444798693314,2.2271006570920164,1.5909414635763488,1.5024793352977979,1.9091715210355988,2.5500000000000083,2.457681013087752
1260.0,2.5500000000000003,2.5499999999999967,2.5500000000000043,2.550000000000006,2.5500000000000056,2.550000000000006,2.550000000000002,2.55,2.5499999999995864,2.549999999971329,2.54999999856576,2.5499999486299516,2.5499986886743353,2.5499761474190734,2.5496900152420636,2.5471124706731962,2.53056056261162,2.454131224033907,2.196609134782631,1.5429954711203753,1.4925610751077127,1.9052379417475727,2.550000000000009,2.4542447187848335
1320.0,2.549999999999997,2.55,2.5500000000000034,2.5500000000000034,2.550000000000008,2.550000000000007,2.5500000000000056,2.5499999999999807,2.5499999999984833,2.549999999912643,2.5499999963300217,2.5499998880532804,2.5499975304162215,2.549960589401657,2.5495437144375375,2.5461529368028435,2.526168248171482,2.440161024752397,2.1657938637902325,1.496265039744435,1.483161010333972,1.901371365695793,2.5500000000000087,2.4508099984000458
