time_s,scheme,environment_temperature_c,environment_moisture_kg_kg,picard_iterations,temperature_residual,moisture_residual,temperature_linear_residual,moisture_linear_residual,surface_heat_internal_w_m2,surface_heat_robin_w_m2,surface_heat_boundary_residual_w_m2,surface_moisture_internal_kg_m2_s,surface_moisture_robin_kg_m2_s,surface_moisture_boundary_residual_kg_m2_s,surface_k_w_m_k,surface_D_m2_s,mass_step_residual,heat_step_residual_j,property_min_json,property_max_json,picard_history_json,temperature_min_k,temperature_max_k,moisture_min_kg_kg,moisture_max_kg_kg,center_heat_flux_w_m2,center_moisture_flux_kg_m2_s
3600.0,bdf2,47.485,0.04272,3,1.109727032419464e-12,5.885883686513997e-11,4.354205884737894e-10,7.949196856316121e-14,-112.17706897015347,-112.18402556281717,0.006956592663698302,1.1426962029641489e-06,1.142722772321499e-06,-2.6569357350206198e-11,0.4362237903850744,9.090554986593995e-09,3.589969466610443e-08,-3.5243651055162037,"{""D"": 9.090554986593995e-09, ""cp"": 3078.8112907725354, ""k"": 0.4362237903850744, ""rho"": 838.3038035714399}","{""D"": 9.486235053767302e-09, ""cp"": 3409.9755373057924, ""k"": 0.48221882462580457, ""rho"": 973.2847427311058}","[[1.2705026523480116e-05, 5.7361970213123114e-05], [3.0869813744339488e-09, 5.898420731122161e-08], [1.109727032419464e-12, 5.885883686513997e-11]]",313.53154618939146,316.1476389774873,1.471123465401874,2.525662052586764,0.0,0.0
7200.0,bdf2,49.852,0.04894,3,2.757887303684712e-13,6.839635041687507e-11,4.524736141320318e-10,2.866595849582154e-13,-21.215687869888782,-21.21622289653402,0.0005350266452381902,9.456972587140761e-07,9.457241649830107e-07,-2.6906268934635618e-11,0.41968006074365743,1.07469382334858e-08,2.971080089030254e-08,-0.6665273000881018,"{""D"": 1.07469382334858e-08, ""cp"": 2959.6964373543337, ""k"": 0.41968006074365743, ""rho"": 807.5801863972818}","{""D"": 1.2333317750391261e-08, ""cp"": 3323.14214156529, ""k"": 0.47015863077295694, ""rho"": 927.869862082851}","[[2.885578758261778e-06, 5.6881085637905126e-05], [6.277032669417162e-10, 6.396604555107823e-08], [2.757887303684712e-13, 6.839635041687507e-11]]",321.6002520444383,322.1533510841386,1.2310952062287635,2.1708582975222734,0.0,0.0
10800.0,bdf2,50.195,0.04977,3,9.746101578788531e-14,1.1480597892694378e-10,1.7994352674577385e-09,6.417089082333405e-14,-5.713798573237952,-5.714618523630577,0.0008199503926249463,7.666472723043529e-07,7.666778931004967e-07,-3.062079614384972e-11,0.40076803260466376,1.027169977492751e-08,2.4085896366367635e-08,-0.1795300354923043,"{""D"": 1.027169977492751e-08, ""cp"": 2823.529834753579, ""k"": 0.40076803260466376, ""rho"": 779.0390228960795}","{""D"": 1.2387303731529441e-08, ""cp"": 3196.9172707536036, ""k"": 0.45262739871577823, ""rho"": 876.0735164457183}","[[1.1371561831455356e-06, 5.5973408651767794e-05], [2.101519865555543e-10, 8.708217994065984e-08], [9.746101578788531e-14, 1.1480597892694378e-10]]",322.9995062917307,323.11641525905475,1.0081173663756209,1.7661993472321744,0.0,0.0
14400.0,bdf2,50.165,0.04986,3,1.0237627790350164e-13,1.9021965696732719e-10,1.3014869182370603e-09,1.27675647831893e-13,-4.135936010067014,-4.13908164180441,0.003145631737395682,6.123566355857009e-07,6.123832677809552e-07,-2.663219525426901e-11,0.3806727160797537,9.254122035441687e-09,1.9238587752416953e-08,-0.13003308505095343,"{""D"": 9.254122035441687e-09, ""cp"": 2678.843555774227, ""k"": 0.3806727160797537, ""rho"": 754.3634028449528}","{""D"": 1.1791904772810884e-08, ""cp"": 3070.9138259749325, ""k"": 0.43512692027429617, ""rho"": 836.0636196177312}","[[3.383320119226113e-06, 5.243225018361266e-05], [1.8502313427838346e-10, 1.1208842934743994e-07], [1.0237627790350164e-13, 1.9021965696732719e-10]]",323.135399272739,323.149761394663,0.8153390847261941,1.4536220282635248,0.0,0.0
18000.0,bdf2,50.165,0.04986,3,7.015129455703146e-14,3.099979688486519e-10,4.538378561846912e-10,3.241851231905457e-14,-0.1573972874421357,-0.15740060358808705,3.316145951337557e-06,4.875730318080299e-07,4.875957838934797e-07,-2.2752085449795414e-11,0.36099531934893025,8.169194276135465e-09,1.5318273326057124e-08,-0.004944885310556102,"{""D"": 8.169194276135465e-09, ""cp"": 2537.166299312298, ""k"": 0.36099531934893025, ""rho"": 734.3974054229568}","{""D"": 1.1139223262705793e-08, ""cp"": 2947.433706344616, ""k"": 0.41797690365897444, ""rho"": 804.7527293403328}","[[2.9037917349213336e-08, 4.986397715026243e-05], [6.976449543917804e-12, 1.4172320493652553e-07], [7.015129455703146e-14, 3.099979688486519e-10]]",323.30391120452146,323.3087039758565,0.6593547298668497,1.2090056979713504,0.0,0.0
21600.0,bdf2,50.165,0.04986,3,5.626064072837149e-15,5.076948262552397e-10,6.757545634172857e-10,8.804068585277491e-14,-0.006674889130602962,-0.006675019457702547,1.3032709958449296e-07,3.8685191553977785e-07,3.8687052182950726e-07,-1.8606289729414764e-11,0.3421924693487074,6.95533774039617e-09,1.2153895892672989e-08,-0.00020970199145009261,"{""D"": 6.95533774039617e-09, ""cp"": 2401.7857793106937, ""k"": 0.3421924693487074, ""rho"": 718.2813634927212}","{""D"": 1.0380866507805706e-08, ""cp"": 2828.5604468760166, ""k"": 0.40146672873278005, ""rho"": 779.9915983691785}","[[1.3337882395691314e-09, 4.698538511036933e-05], [3.0099442789678837e-13, 1.771910570697473e-07], [5.626064072837149e-15, 5.076948262552397e-10]]",323.3145194815408,323.3147329992217,0.5334481522868841,1.0155593622592076,0.0,0.0
25200.0,bdf2,50.165,0.04986,3,2.1449352193411414e-14,7.207167085354627e-10,1.000444171950221e-09,7.271960811294775e-15,-0.00023706438394473556,-0.00023706337515250198,-1.0087922335856331e-09,3.0617607559601315e-07,3.0619122143356747e-07,-1.5145837554318067e-11,0.3247478304163449,5.713678330912659e-09,9.619280918501205e-09,-7.447340151596183e-06,"{""D"": 5.713678330912659e-09, ""cp"": 2276.184378997684, ""k"": 0.3247478304163449, ""rho"": 705.3726754293708}","{""D"": 9.594225586452384e-09, ""cp"": 2716.763690868758, ""k"": 0.38593940150954975, ""rho"": 760.3605672031599}","[[5.0977022703076554e-11, 3.7882703060709844e-05], [7.735831938607561e-15, 1.90173065517385e-07], [2.1449352193411414e-14, 7.207167085354627e-10]]",323.31498256189315,323.314990517465,0.4325990267919594,0.8621919312746867,0.0,0.0
28800.0,bdf2,50.165,0.04986,3,7.2083886468382e-15,1.0269775585491914e-09,1.4729266695212573e-09,2.1760371282653068e-14,-7.148143725741774e-06,-7.14224768216809e-06,-5.89604357368394e-09,2.4165723509023356e-07,2.416695859930416e-07,-1.2350902808067808e-11,0.3089238890864237,4.501838770487631e-09,7.592273959507045e-09,-2.2438899619710038e-07,"{""D"": 4.501838770487631e-09, ""cp"": 2162.252001422251, ""k"": 0.3089238890864237, ""rho"": 695.0492137588867}","{""D"": 8.804488362683569e-09, ""cp"": 2613.8965657150925, ""k"": 0.3716523007937629, ""rho"": 744.7639685548406}","[[1.641930282263956e-12, 3.0117429872467127e-05], [9.318160933717701e-15, 2.0278556844832707e-07], [7.2083886468382e-15, 1.0269775585491914e-09]]",323.31499946354876,323.3149997143101,0.3519469824913021,0.740343504334692,0.0,0.0
32400.0,bdf2,50.165,0.04986,3,4.8173133842282587e-14,1.4910191969974562e-09,4.688445187639445e-10,1.2212453270876722e-14,-1.8236909546660246e-07,-1.8485337704987614e-07,2.484281583273688e-09,1.9011363454790424e-07,1.90123706363627e-07,-1.007181572274913e-11,0.2948577233425362,3.3802507067586008e-09,5.972912391840367e-09,-5.371701389308838e-09,"{""D"": 3.3802507067586008e-09, ""cp"": 2060.9756080662605, ""k"": 0.2948577233425362, ""rho"": 686.8018730181803}","{""D"": 8.034045380083864e-09, ""cp"": 2521.168100813615, ""k"": 0.35877334733522437, ""rho"": 732.3563730194917}","[[4.588754720013117e-14, 2.3978783499467582e-05], [3.34047278468399e-14, 2.1799855348669794e-07], [4.8173133842282587e-14, 1.4910191969974562e-09]]",323.31499998581626,323.31499999260586,0.2875146329545338,0.6434091642147792,0.0,0.0
36000.0,bdf2,50.165,0.04986,3,1.6350735208876766e-14,2.1933051208566923e-09,3.1454874260816723e-09,9.825473767932635e-15,-0.0,-4.3513637137948535e-09,4.3513637137948535e-09,1.4905836318033456e-07,1.490665163247034e-07,-8.153144368833138e-12,0.28260466989951266,2.405763234321421e-09,4.68306272581639e-09,-1.0245146709291735e-10,"{""D"": 2.405763234321421e-09, ""cp"": 1972.753623276491, ""k"": 0.28260466989951266, ""rho"": 680.2327226119526}","{""D"": 7.3027119693741905e-09, ""cp"": 2439.0413154577204, ""k"": 0.3473668493691279, ""rho"": 722.4672480802017}","[[1.160374756758996e-14, 1.9137652019218798e-05], [1.6174920851791804e-14, 2.3519895289703108e-07], [1.6350735208876766e-14, 2.1933051208566923e-09]]",323.3149999996806,323.31499999982594,0.23619314540587924,0.566150375626576,0.0,0.0
