time_s,step_dt_s,C_inf,D_surface,robin_flux,literal_one_sided_diffusive_flux,literal_diffusive_minus_robin,face_diffusive_flux,face_diffusive_minus_robin,surface_control_volume_balance,picard_iterations,picard_final_normalized_residual,temperature_matrix_residual_linf,moisture_matrix_residual_linf,time_step_residual_normalized,time_alignment_error_s
10.375,0.0625,0.0196974375,4.8724729606261085e-09,1.9494178863202223e-06,1.2743696787971217e-06,-6.750482075231006e-07,1.280383509257554e-06,-6.690343770626683e-07,2.834686416981652e-17,2,9.902055297720996e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7750142033884728e-16,0.0
10.4375,0.0625,0.019697843750000003,4.872229829871097e-09,1.949146938557449e-06,1.2766838769171346e-06,-6.724630616403142e-07,1.2827212785275013e-06,-6.664256600299475e-07,2.843110424339892e-17,2,9.897704268380252e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7750135235072935e-16,0.0
10.5,0.0625,0.01969825,4.871987570814665e-09,1.9488770217578133e-06,1.2789743810686083e-06,-6.699026406892051e-07,1.2850351770353115e-06,-6.638418447225018e-07,2.849506184836152e-17,2,9.893228197450227e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7750128416840703e-16,0.0
10.5625,0.0625,0.019698656250000002,4.871746175251863e-09,1.948608126119048e-06,1.2812415052594494e-06,-6.673666208595985e-07,1.2873255203942716e-06,-6.612826057247763e-07,2.8592000798707834e-17,2,9.888629871373019e-09,1.1368683772161603e-13,8.881784197001252e-16,3.775012157925187e-16,0.0
10.625,0.0625,0.0196990625,4.87150563508282e-09,1.9483402419667088e-06,1.2834855587233947e-06,-6.64854683243314e-07,1.289592619434328e-06,-6.587476225323808e-07,2.866976901117762e-17,2,9.883912599048623e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7750114722369704e-16,0.0
10.6875,0.0625,0.01969946875,4.87126594231121e-09,1.948073359752249e-06,1.2857068459983712e-06,-6.623665137538779e-07,1.291836780280223e-06,-6.562365794720262e-07,2.8732429596939736e-17,2,9.879080037682298e-09,1.1368683772161603e-13,8.881784197001252e-16,3.775010784625691e-16,0.0
10.75,0.0625,0.019699875000000002,4.871027089042734e-09,1.9478074700511244e-06,1.2879056670035695e-06,-6.599018030475549e-07,1.294058304428355e-06,-6.537491656227695e-07,2.8833041229205786e-17,2,9.874134277105619e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7750100950975636e-16,0.0
10.8125,0.0625,0.01970028125,4.870789067483624e-09,1.9475425635609276e-06,1.2900823171152474e-06,-6.574602464456802e-07,1.2962574888223793e-06,-6.512850747385482e-07,2.8879667745974175e-17,2,9.86907845206595e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7750094036587497e-16,0.0
10.875,0.0625,0.0197006875,4.870551869939178e-09,1.9472786310995565e-06,1.292237087241205e-06,-6.550415438583515e-07,1.2984346259275047e-06,-6.488440051720518e-07,2.896364973920546e-17,2,9.863915523158022e-09,1.1368683772161603e-13,8.881784197001252e-16,3.775008710315355e-16,0.0
10.9375,0.0625,0.019701093750000002,4.870315488812314e-09,1.9470156636034075e-06,1.2943702638939165e-06,-6.52645399709491e-07,1.3005900038034448e-06,-6.464256597999628e-07,2.906007914629444e-17,2,9.858648102671308e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7750080150734326e-16,0.0
11.0,0.0625,0.0197015,4.870079916602138e-09,1.9467536521256016e-06,1.2964821292624736e-06,-6.50271522863128e-07,1.3027239061762038e-06,-6.440297459493978e-07,2.910609685813199e-17,2,9.853279499505798e-09,1.1368683772161603e-13,4.440892098500626e-16,3.775007317938984e-16,0.0
11.0625,0.0625,0.01970190625,4.869845145902554e-09,1.946492587834238e-06,1.2985729612831875e-06,-6.479196265510504e-07,1.3048366125085273e-06,-6.416559753257106e-07,2.9177287330370755e-17,2,9.847811455187809e-09,5.684341886080802e-14,4.440892098500626e-16,1.8875033094589792e-16,0.0
11.125,0.0625,0.019702312500000003,4.8696111694008745e-09,1.9462324620106768e-06,1.3006430337091364e-06,-6.455894283015403e-07,1.3069283980693138e-06,-6.39304063941363e-07,2.9224727792861896e-17,2,9.842247452769965e-09,5.684341886080802e-14,4.440892098500626e-16,1.887502959008127e-16,0.0
11.1875,0.0625,0.01970271875,4.869377979876473e-09,1.945973266047851e-06,1.3026926161783897e-06,-6.432806498694612e-07,1.3089995340017062e-06,-6.369737320461447e-07,2.9317061001557515e-17,2,9.836588711320685e-09,1.1368683772161603e-13,4.440892098500626e-16,3.7750052152397196e-16,0.0
11.25,0.0625,0.019703125000000002,4.8691455701994334e-09,1.945714991448599e-06,1.304721974281058e-06,-6.409930171675409e-07,1.31105028739003e-06,-6.346647040585688e-07,2.937467909430551e-17,2,9.830839062197861e-09,1.1368683772161603e-13,8.881784197001252e-16,3.775004510594154e-16,0.0
11.3125,0.0625,0.01970353125,4.8689139333292454e-09,1.9454576298240337e-06,1.3067313696252654e-06,-6.387262601987682e-07,1.3130809213256527e-06,-6.323767084983809e-07,2.943955652410927e-17,2,9.825000421080434e-09,1.1368683772161603e-13,8.881784197001252e-16,3.775003804085307e-16,0.0
11.375,0.0625,0.0197039375,4.868683062313503e-09,1.94520117289193e-06,1.3087210599019858e-06,-6.364801129899442e-07,1.3150916949717273e-06,-6.301094779202027e-07,2.950727945522021e-17,2,9.819075226105245e-09,1.1368683772161603e-13,4.440892098500626e-16,3.775003095718882e-16,0.0
11.4375,0.0625,0.019704343750000002,4.868452950286631e-09,1.9449456124751458e-06,1.3106912989486815e-06,-6.342543135264642e-07,1.3170828636267348e-06,-6.27862748848411e-07,2.957830449133646e-17,2,9.813065392951238e-09,1.1368683772161603e-13,8.881784197001252e-16,3.775002385500534e-16,0.0
11.5,0.0625,0.01970475,4.868223590468628e-09,1.9446909405000594e-06,1.3126423368118906e-06,-6.320486036881688e-07,1.3190546787869981e-06,-6.256362617130613e-07,2.9623878834365684e-17,2,9.806973882213143e-09,1.1368683772161603e-13,4.440892098500626e-16,3.775001673435869e-16,0.0
11.5625,0.0625,0.01970515625,4.867994976163831e-09,1.94443714899504e-06,1.3145744198088052e-06,-6.298627291862349e-07,1.3210073882081832e-06,-6.23429760786857e-07,2.9732021118928417e-17,2,9.800802087112014e-09,1.1368683772161603e-13,8.881784197001252e-16,3.77500095953045e-16,0.0
11.625,0.0625,0.019705562500000003,4.867767100759697e-09,1.94418423008894e-06,1.316487790587765e-06,-6.276964395011748e-07,1.3229412359657315e-06,-6.212429941232083e-07,2.9761654037192516e-17,2,9.794552968242582e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7750002437897923e-16,0.0
11.6875,0.0625,0.01970596875,4.867539957725609e-09,1.943932176009609e-06,1.3183826881876123e-06,-6.255494878219968e-07,1.3248564625141562e-06,-6.190757134954529e-07,2.983440622642778e-17,2,9.78822844128379e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774999526219368e-16,0.0
11.75,0.0625,0.019706375,4.867313540611689e-09,1.9436809790824377e-06,1.3202593480961967e-06,-6.234216309862411e-07,1.3267533047454995e-06,-6.169276743369383e-07,2.988731269840667e-17,2,9.781830247761953e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7749988068246047e-16,0.0
11.8125,0.0625,0.019706781250000003,4.867087843047646e-09,1.943430631728919e-06,1.3221180023077547e-06,-6.213126294211643e-07,1.32863199604667e-06,-6.147986356822491e-07,2.995657087673451e-17,2,9.775360825813907e-09,1.1368683772161603e-13,4.440892098500626e-16,3.7749980856108853e-16,0.0
11.875,0.0625,0.0197071875,4.866862858741625e-09,1.943181126465236e-06,1.3239588793793962e-06,-6.192222470858399e-07,1.3304927663558926e-06,-6.126883601093435e-07,3.0019006469370014e-17,2,9.768821916965971e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774997362583551e-16,0.0
11.9375,0.0625,0.019707593750000002,4.8666385814790866e-09,1.94293245590087e-06,1.3257822044865435e-06,-6.171502514143266e-07,1.332335842218119e-06,-6.105966136827511e-07,3.008476401934553e-17,2,9.762215262744453e-09,1.1368683772161603e-13,4.440892098500626e-16,3.7749966377478984e-16,0.0
12.0,0.0625,0.019708,4.866415005121694e-09,1.9426846127372347e-06,1.3275881994775162e-06,-6.150964132597186e-07,1.3341614468395913e-06,-6.085231658976434e-07,3.011268301938042e-17,2,9.755543649591456e-09,5.684341886080802e-14,4.440892098500626e-16,1.8874979555545922e-16,0.0
12.0625,0.0625,0.01970840625,4.86619212360623e-09,1.9424375897663295e-06,1.3293770829271034e-06,-6.13060506839226e-07,1.335969800141396e-06,-6.064677896249335e-07,3.0193865833418824e-17,2,9.7488077741175e-09,1.1368683772161603e-13,4.440892098500626e-16,3.7749951826726225e-16,0.0
12.125,0.0625,0.019708812500000002,4.865969930943512e-09,1.942191379869412e-06,1.3311490701892671e-06,-6.110423096801448e-07,1.3377611188121554e-06,-6.044302610572565e-07,3.025710875433218e-17,2,9.742010248612065e-09,1.1368683772161603e-13,4.440892098500626e-16,3.7749944524433854e-16,0.0
12.1875,0.0625,0.01970921875,4.865748421217345e-09,1.9419459760156967e-06,1.332904373448987e-06,-6.090416025667097e-07,1.3395356163598696e-06,-6.02410359655827e-07,3.030519110897866e-17,2,9.73515246629619e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774993720426609e-16,0.0
12.25,0.0625,0.019709625,4.865527588583474e-09,1.9417013712610737e-06,1.3346432017731126e-06,-6.070581694879611e-07,1.3412935031627635e-06,-6.004078680983102e-07,3.0370280297019233e-17,2,9.72823634284883e-09,1.1368683772161603e-13,4.440892098500626e-16,3.7749929866273837e-16,0.0
12.3125,0.0625,0.019710031250000003,4.86530742726856e-09,1.941457558746843e-06,1.3363657611604666e-06,-6.050917975863763e-07,1.3430349865193995e-06,-5.984225722274434e-07,3.0413498829663904e-17,2,9.72126361979629e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774992251050765e-16,0.0
12.375,0.0625,0.0197104375,4.865087931569174e-09,1.9412145316984736e-06,1.3380722545910476e-06,-6.031422771074259e-07,1.3447602706978847e-06,-5.964542610005888e-07,3.045539387332849e-17,2,9.714236038664886e-09,1.1368683772161603e-13,8.881784197001252e-16,3.774991513701768e-16,0.0
12.4375,0.0625,0.019710843750000002,4.864869095850799e-09,1.9409722834243848e-06,1.3397628820743518e-06,-6.012094013500329e-07,1.3464695569842087e-06,-5.94502726440176e-07,3.054710504220347e-17,2,9.707154121912512e-09,1.7053025658242404e-13,4.440892098500626e-16,5.662486161878054e-16,0.0
12.5,0.0625,0.01971125,4.864650914546853e-09,1.940730807314736e-06,1.3414378406969944e-06,-5.992929666177414e-07,1.3481630437298812e-06,-5.925677635848545e-07,3.0596193248474816e-17,2,9.700021352591795e-09,1.1368683772161603e-13,4.440892098500626e-16,3.7749900337065075e-16,0.0
12.5625,0.0625,0.01971165625,4.86443338215773e-09,1.940490096840248e-06,1.3430973246694308e-06,-5.973927721708174e-07,1.3498409263986766e-06,-5.906491704415716e-07,3.06536326702105e-17,2,9.692837904855366e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774989291070085e-16,0.0
12.625,0.0625,0.019712062500000002,4.864216493249843e-09,1.940250145551039e-06,1.344741525371867e-06,-5.955086201791722e-07,1.3515033976125677e-06,-5.887467479384715e-07,3.0703574526874e-17,2,9.685606390992695e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7749885466809657e-16,0.0
12.6875,0.0625,0.01971246875,4.864000242454698e-09,1.9400109470754737e-06,1.3463706313995092e-06,-5.936403156759644e-07,1.3531506471970074e-06,-5.868602998784663e-07,3.074975105738916e-17,2,9.678326985156412e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774987800543979e-16,0.0
12.75,0.0625,0.019712875,4.8637846244679725e-09,1.939772495119038e-06,1.347984828606927e-06,-5.917876665121112e-07,1.354782862225322e-06,-5.849896328937161e-07,3.0813768219355864e-17,2,9.671001951330723e-09,1.1368683772161603e-13,4.440892098500626e-16,3.7749870526639153e-16,0.0
12.8125,0.0625,0.019713281250000003,4.863569634048604e-09,1.939534783463228e-06,1.3495843001517262e-06,-5.899504833115016e-07,1.3564002270624233e-06,-5.831345564008045e-07,3.085863449578074e-17,2,9.663632856889314e-09,1.1368683772161603e-13,4.440892098500626e-16,3.7749863030455333e-16,0.0
12.875,0.0625,0.0197136875,4.8633552660179086e-09,1.9392978059644556e-06,1.3511692265375072e-06,-5.881285794269484e-07,1.3580029234078011e-06,-5.812948825566545e-07,3.088640129458292e-17,2,9.65622074674797e-09,5.684341886080802e-14,4.440892098500626e-16,1.8874927758467763e-16,0.0
12.9375,0.0625,0.01971409375,4.863141515258695e-09,1.939061556552977e-06,1.3527397856559893e-06,-5.863217708969878e-07,1.359591130337697e-06,-5.7947042621528e-07,3.0963858487142385e-17,2,9.64876683997511e-09,1.1368683772161603e-13,4.440892098500626e-16,3.7749847986126624e-16,0.0
13.0,0.0625,0.019714500000000003,4.862928376714406e-09,1.9388260292318285e-06,1.3542961528286313e-06,-5.845298764031972e-07,1.3611650243467638e-06,-5.776610048850647e-07,3.099312744593696e-17,2,9.641272878097048e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774984043807513e-16,0.0
13.0625,0.0625,0.01971490625,4.86271584538826e-09,1.9385912180757888e-06,1.3558385008472844e-06,-5.827527172285044e-07,1.3627247793887706e-06,-5.758664386870181e-07,3.1050566867672644e-17,2,9.63373973187694e-09,5.684341886080802e-14,4.440892098500626e-16,1.8874916436413621e-16,0.0
13.125,0.0625,0.019715312500000002,4.862503916342424e-09,1.9383571172303507e-06,1.3573670000143977e-06,-5.80990117215953e-07,1.3642705669168553e-06,-5.740865503134954e-07,3.1079776269463116e-17,2,9.626169491146364e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774982529042881e-16,0.0
13.1875,0.0625,0.01971571875,4.862292584697175e-09,1.9381237209107148e-06,1.3588818181823714e-06,-5.792419027283434e-07,1.3658025559229347e-06,-5.723211649877801e-07,3.1150602782232357e-17,2,9.618561807600054e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7749817690925363e-16,0.0
13.25,0.0625,0.019716125,4.862081845630098e-09,1.937891023400793e-06,1.3603831207924301e-06,-5.775079026083628e-07,1.3673209129766286e-06,-5.705701104241643e-07,3.117920337909199e-17,2,9.610919815985376e-09,1.1368683772161603e-13,4.440892098500626e-16,3.7749810074362093e-16,0.0
13.3125,0.0625,0.019716531250000002,4.8618716943752814e-09,1.9376590190522325e-06,1.3618710709126178e-06,-5.757879481396147e-07,1.3688258022633162e-06,-5.688332167889163e-07,3.125001003952653e-17,2,9.603243342149698e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774980244078387e-16,0.0
13.375,0.0625,0.0197169375,4.8616621262225285e-09,1.9374277022834517e-06,1.3633458292753904e-06,-5.740818730080614e-07,1.3703173856217852e-06,-5.671103166616665e-07,3.129088599667645e-17,2,9.595534475924595e-09,5.684341886080802e-14,4.440892098500626e-16,1.887489739511763e-16,0.0
13.4375,0.0625,0.01971734375,4.861453136516582e-09,1.937197067578696e-06,1.3648075543143768e-06,-5.723895132643194e-07,1.371795822581056e-06,-5.654012449976403e-07,3.1349437149155403e-17,2,9.58779356561533e-09,1.1368683772161603e-13,8.881784197001252e-16,3.774978712276048e-16,0.0
13.5,0.0625,0.019717750000000003,4.8612447206563624e-09,1.936967109487101e-06,1.3662564022006845e-06,-5.707107072864164e-07,1.3732612703967485e-06,-5.637058390903525e-07,3.140040470977847e-17,2,9.580022004442953e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7749779438403485e-16,0.0
13.5625,0.0625,0.01971815625,4.861036874094211e-09,1.9367378226217753e-06,1.3676925268784789e-06,-5.690452957432965e-07,1.3747138840867287e-06,-5.620239385350467e-07,3.1415757181947455e-17,2,9.572221185628517e-09,5.684341886080802e-14,8.881784197001252e-16,3.483052626274894e-16,0.0
13.625,0.0625,0.0197185625,4.860829592335151e-09,1.9365092016589025e-06,1.3691160800999684e-06,-5.673931215589342e-07,1.3761538164661585e-06,-5.60355385192744e-07,3.146462701253709e-17,2,9.564391979935176e-09,1.1368683772161603e-13,8.881784197001252e-16,3.774976401921698e-16,0.0
13.6875,0.0625,0.01971896875,4.86062287093616e-09,1.9362812413368443e-06,1.3705272114599526e-06,-5.657540298768917e-07,1.377581218182112e-06,-5.587000231547322e-07,3.1503246420975964e-17,2,9.556535258126087e-09,5.684341886080802e-14,8.881784197001252e-16,3.483052626274894e-16,0.0
13.75,0.0625,0.019719375,4.860416705505445e-09,1.9360539364552673e-06,1.3719260684296266e-06,-5.641278680256406e-07,1.3789962377474507e-06,-5.570576987078165e-07,3.155190449332878e-17,2,9.548652239269672e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774974853302108e-16,0.0
13.8125,0.0625,0.019719781250000002,4.8602110917017436e-09,1.9358272818742845e-06,1.3733127963899334e-06,-5.625144854843511e-07,1.3803990215742446e-06,-5.554282603000399e-07,3.1580154365608694e-17,2,9.540743794129083e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774974076490121e-16,0.0
13.875,0.0625,0.0197201875,4.860006025233618e-09,1.9356012725136023e-06,1.3746875386642166e-06,-5.609137338493857e-07,1.3817897140064968e-06,-5.538115585071056e-07,3.163625706347449e-17,2,9.53281096762011e-09,5.684341886080802e-14,4.440892098500626e-16,1.8874866490078174e-16,0.0
13.9375,0.0625,0.01972059375,4.859801501858774e-09,1.9353759033516873e-06,1.3760504365505151e-06,-5.593254668011722e-07,1.3831684573525137e-06,-5.522074459991736e-07,3.1682943137246983e-17,2,9.524854804658542e-09,5.684341886080802e-14,8.881784197001252e-16,3.483052626274894e-16,0.0
14.0,0.0625,0.019721000000000002,4.859597517383382e-09,1.935151169424942e-06,1.3774016293531882e-06,-5.577495400717537e-07,1.3845353919166017e-06,-5.506157775083403e-07,3.1712450324057975e-17,2,9.516876350160165e-09,5.684341886080802e-14,4.440892098500626e-16,1.8874858680479354e-16,0.0
14.0625,0.0625,0.01972140625,4.8593940676614134e-09,1.9349270658269e-06,1.3787412544140508e-06,-5.561858114128491e-07,1.3858906560302782e-06,-5.490364097966218e-07,3.176527738669806e-17,2,9.508875778277613e-09,5.684341886080802e-14,4.440892098500626e-16,1.8874854763294392e-16,0.0
14.125,0.0625,0.0197218125,4.859191148593984e-09,1.9347035877074227e-06,1.3800694471430397e-06,-5.54634140564383e-07,1.387234386083014e-06,-5.474692016244088e-07,3.1816628759125354e-17,2,9.500854830537196e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7749701675759547e-16,0.0
14.1875,0.0625,0.019722218750000003,4.858988756128706e-09,1.9344807302719196e-06,1.3813863410482249e-06,-5.530943892236948e-07,1.3885667165523215e-06,-5.459140137195982e-07,3.1853481309775816e-17,2,9.49281420354944e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7749693808511734e-16,0.0
14.25,0.0625,0.019722625,4.858786886259055e-09,1.934258488780573e-06,1.3826920677655626e-06,-5.515664210150105e-07,1.3898877800335846e-06,-5.443707087469885e-07,3.18859464944573e-17,2,9.484754419772238e-09,1.1368683772161603e-13,4.440892098500626e-16,3.77496859248858e-16,0.0
14.3125,0.0625,0.019723031250000002,4.858585535023742e-09,1.934036858547579e-06,1.3839867570878718e-06,-5.500501014597072e-07,1.3911977072691144e-06,-5.428391512784646e-07,3.192128365022556e-17,2,9.476676698274014e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774967802492193e-16,0.0
14.375,0.0625,0.0197234375,4.858384698506096e-09,1.9338158349403972e-06,1.3852705369935766e-06,-5.485452979468206e-07,1.3924966271769701e-06,-5.413192077634271e-07,3.1960465541480974e-17,2,9.468581561512657e-09,1.1368683772161603e-13,8.881784197001252e-16,3.774967010866004e-16,0.0
14.4375,0.0625,0.01972384375,4.8581843728334585e-09,1.9335954133790157e-06,1.386543533674782e-06,-5.470518797042336e-07,1.393784666879112e-06,-5.398107464999037e-07,3.19905418285534e-17,2,9.460469880251325e-09,1.1368683772161603e-13,4.440892098500626e-16,3.7749662176139805e-16,0.0
14.5,0.0625,0.019724250000000002,4.85798455417658e-09,1.9333755893352225e-06,1.3878058715650492e-06,-5.455697177701732e-07,1.3950619517292608e-06,-5.383136376059617e-07,3.2018474063478093e-17,2,9.452342351100542e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774965422740063e-16,0.0
14.5625,0.0625,0.01972465625,4.8577852387490365e-09,1.9331563583318936e-06,1.3890576733665692e-06,-5.440986849653244e-07,1.3963286053401472e-06,-5.368277529917464e-07,3.2082001534522166e-17,2,9.444200018976098e-09,5.684341886080802e-14,4.440892098500626e-16,1.887482313124082e-16,0.0
14.625,0.0625,0.0197250625,4.8575864228066426e-09,1.9329377159422863e-06,1.3902990600770354e-06,-5.42638655865251e-07,1.3975847496104702e-06,-5.353529663318161e-07,3.2106922832017163e-17,2,9.436043406335886e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774963828142174e-16,0.0
14.6875,0.0625,0.019725468750000003,4.8573881026468826e-09,1.9327196577893494e-06,1.391530151015889e-06,-5.411895067734604e-07,1.3988305047512172e-06,-5.338891530381322e-07,3.2149380358498285e-17,2,9.427873558095695e-09,5.684341886080802e-14,4.440892098500626e-16,1.8874815142129777e-16,0.0
14.75,0.0625,0.019725875,4.85719027460835e-09,1.9325021795450383e-06,1.3927510638502841e-06,-5.397511156947541e-07,1.4000659893117171e-06,-5.324361902333211e-07,3.218311609260065e-17,2,9.419690648408155e-09,1.1368683772161603e-13,8.881784197001252e-16,3.774962227103348e-16,0.0
14.8125,0.0625,0.01972628125,4.856992935070184e-09,1.9322852769296437e-06,1.3939619146205408e-06,-5.383233623091029e-07,1.4012913202051686e-06,-5.309939567244751e-07,3.2216143760098665e-17,2,9.411495373883794e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774961424178165e-16,0.0
14.875,0.0625,0.0197266875,4.856796080451535e-09,1.9320689457111337e-06,1.3951628177652544e-06,-5.369061279458794e-07,1.4025066127338365e-06,-5.295623329772972e-07,3.2272630269768686e-17,2,9.403288953591026e-09,1.1368683772161603e-13,4.440892098500626e-16,3.7749606196541967e-16,0.0
14.9375,0.0625,0.01972709375,4.85659970721101e-09,1.931853181704496e-06,1.396353886145926e-06,-5.354992955585698e-07,1.4037119806137612e-06,-5.281412010907347e-07,3.2278235245599346e-17,2,9.395072258293013e-09,1.1368683772161603e-13,4.440892098500626e-16,3.77495981353521e-16,0.0
15.0,0.0625,0.019727500000000002,4.856403811846158e-09,1.931637980771101e-06,1.397535231071156e-06,-5.341027496999451e-07,1.404907535999035e-06,-5.267304447720662e-07,3.2308629170026994e-17,2,9.386845287989751e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774959005824945e-16,0.0
15.0625,0.0625,0.01972790625,4.85620839089294e-09,1.9314233388180716e-06,1.3987069623205485e-06,-5.327163764975231e-07,1.4060933895057877e-06,-5.253299493122839e-07,3.2365737719517655e-17,2,9.378608216833873e-09,1.1368683772161603e-13,4.440892098500626e-16,3.774958196527122e-16,0.0
15.125,0.0625,0.0197283125,4.8560134409252115e-09,1.9312092517976556e-06,1.3998691881681845e-06,-5.313400636294711e-07,1.4072696502357448e-06,-5.239396015619108e-07,3.2392882478499195e-17,2,9.370362960504325e-09,5.684341886080802e-14,4.440892098500626e-16,1.8874786928227174e-16,0.0
15.1875,0.0625,0.019728718750000002,4.85581895855422e-09,1.9309957157066165e-06,1.4010220154056042e-06,-5.299737003010123e-07,1.4084364257992876e-06,-5.225592899073289e-07,3.2406269569532753e-17,2,9.362109519001105e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7749565731835557e-16,0.0
15.25,0.0625,0.019729125,4.855624940428104e-09,1.9307827265856327e-06,1.402165549364557e-06,-5.286171772210757e-07,1.4095938223382887e-06,-5.21188904247344e-07,3.2454166635722024e-17,2,9.353848240629474e-09,5.684341886080802e-14,8.881784197001252e-16,3.4830526262748914e-16,0.0
15.3125,0.0625,0.01972953125,4.8554313832314026e-09,1.930570280518699e-06,1.4032998939393607e-06,-5.272703865793381e-07,1.410741944548552e-06,-5.198283359701467e-07,3.247767180000833e-17,2,9.345579647847328e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7749549435337914e-16,0.0
15.375,0.0625,0.019729937500000003,4.855238283684567e-09,1.930358373632543e-06,1.4044251516087375e-06,-5.259332220238054e-07,1.4118808957017285e-06,-5.184774779308144e-07,3.250093873627822e-17,2,9.33730530802835e-09,1.1368683772161603e-13,8.881784197001252e-16,3.774954126353138e-16,0.0
15.4375,0.0625,0.01973034375,4.855045638543484e-09,1.9301470020960514e-06,1.4055414234574996e-06,-5.246055786385518e-07,1.4130107776670887e-06,-5.171362244289627e-07,3.25411397140483e-17,2,9.32902435040938e-09,5.684341886080802e-14,8.881784197001252e-16,3.4830526262748914e-16,0.0
15.5,0.0625,0.019730750000000002,4.85485344459901e-09,1.9299361621197e-06,1.4066488091977775e-06,-5.232873529219227e-07,1.4141316909328271e-06,-5.158044711868731e-07,3.258093702767945e-17,2,9.320738342364105e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7749524872981964e-16,0.0
15.5625,0.0625,0.01973115625,4.854661698676499e-09,1.9297258499549945e-06,1.4077474071898775e-06,-5.21978442765117e-07,1.415243734627003e-06,-5.144821153279914e-07,3.260151066387487e-17,2,9.312447458045152e-09,1.1368683772161603e-13,8.881784197001252e-16,3.774951665431007e-16,0.0
15.625,0.0625,0.0197315625,4.854470397635355e-09,1.9295160618939226e-06,1.4088373144628463e-06,-5.206787474310763e-07,1.4163470065381882e-06,-5.131690553557345e-07,3.2639329361480794e-17,2,9.304152219910418e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7749508420086997e-16,0.0
15.6875,0.0625,0.019731968750000002,4.854279538368575e-09,1.92930679426841e-06,1.4099186267347463e-06,-5.193881675336638e-07,1.4174416031358198e-06,-5.118651911325903e-07,3.265409949849854e-17,2,9.295853324570426e-09,1.1368683772161603e-13,8.881784197001252e-16,3.774950017034771e-16,0.0
15.75,0.0625,0.019732375,4.85408911780231e-09,1.929098043449788e-06,1.4109914384324438e-06,-5.181066050173444e-07,1.4185276195900717e-06,-5.105704238597164e-07,3.268983370096083e-17,2,9.287550597872545e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7749491905126943e-16,0.0
15.8125,0.0625,0.01973278125,4.853899132895426e-09,1.9288898058482654e-06,1.4120558427112442e-06,-5.168339631370213e-07,1.4196051497915682e-06,-5.092846560566972e-07,3.272035997428649e-17,2,9.279245433037824e-09,1.1368683772161603e-13,8.881784197001252e-16,3.774948362445923e-16,0.0
15.875,0.0625,0.019733187500000002,4.853709580639074e-09,1.9286820779124132e-06,1.4131119314741193e-06,-5.155701464382939e-07,1.4206742863706929e-06,-5.080077915417204e-07,3.275113771051836e-17,2,9.270937830066264e-09,1.1368683772161603e-13,8.881784197001252e-16,3.77494753283789e-16,0.0
15.9375,0.0625,0.01973359375,4.853520458056269e-09,1.9284748561286534e-06,1.4141597953906235e-06,-5.143150607380299e-07,1.4217351207165829e-06,-5.067397354120705e-07,3.278562783333937e-17,2,9.26262831141576e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7749467016920075e-16,0.0
16.0,0.0625,0.019734,4.8533317622014645e-09,1.9282681370207546e-06,1.4151995239155383e-06,-5.130686131052163e-07,1.4227877429958545e-06,-5.054803940249001e-07,3.2797228214249816e-17,2,9.254317225391574e-09,1.1368683772161603e-13,8.881784197001252e-16,3.7749458690116667e-16,0.0
16.0625,0.0625,0.019734406250000003,4.853143490160153e-09,1.9280619171493417e-06,1.4162312053071796e-06,-5.118307118421621e-07,1.4238322421709868e-06,-5.042296749783549e-07,3.284988984076739e-17,2,9.246005268604231e-09,1.1368683772161603e-13,8.881784197001252e-16,3.774945034800241e-16,0.0
