time_s,scheme,environment_temperature_c,environment_moisture_kg_kg,picard_iterations,temperature_residual,moisture_residual,temperature_linear_residual,moisture_linear_residual,surface_heat_internal_w_m2,surface_heat_robin_w_m2,surface_heat_boundary_residual_w_m2,surface_moisture_internal_kg_m2_s,surface_moisture_robin_kg_m2_s,surface_moisture_boundary_residual_kg_m2_s,surface_k_w_m_k,surface_D_m2_s,mass_step_residual,heat_step_residual_j,property_min_json,property_max_json,picard_history_json,temperature_min_k,temperature_max_k,moisture_min_kg_kg,moisture_max_kg_kg,center_heat_flux_w_m2,center_moisture_flux_kg_m2_s
0.25,be,28.0022,0.019631625000000003,3,1.136302032334852e-13,2.4947503757799736e-10,1.1030897439923137e-07,1.495514823091071e-11,-0.054432996866736354,-0.054460873454331704,2.7876587595350444e-05,2.0083462040008494e-06,2.0135720525969943e-06,-5.225848596144886e-09,0.48255206820888086,5.636427310499334e-09,-2.177265094497466e-19,5.183254287919986e-10,"{""D"": 5.636427310499334e-09, ""cp"": 3412.374891103942, ""k"": 0.48255206820888086, ""rho"": 974.6843764155192}","{""D"": 5.641680879714718e-09, ""cp"": 3415.295774647888, ""k"": 0.48295774647887324, ""rho"": 976.4000000000001}","[[7.157408023657247e-08, 0.0052545804228313914], [3.483936006947327e-11, 1.6190350491210993e-06], [1.136302032334852e-13, 2.4947503757799736e-10]]",301.14999999999424,301.1500215650618,2.536596690746243,2.550000000000001,0.0,0.0
0.5,bdf2,28.0044,0.01963325,3,7.550178878248542e-15,2.6806583097074016e-10,1.4895704225637019e-08,1.461675225300496e-11,-0.10868149159575341,-0.10872437534601431,4.288375026090252e-05,2.0059915136266294e-06,2.007679074655887e-06,-1.687561029257369e-09,0.48232785207885165,5.633523550551974e-09,1.5768274579297017e-08,-0.0008539185370055268,"{""D"": 5.633523550551974e-09, ""cp"": 3410.7605349677315, ""k"": 0.48232785207885165, ""rho"": 973.7417079449419}","{""D"": 5.641681809711188e-09, ""cp"": 3415.295774647888, ""k"": 0.48295774647887324, ""rho"": 976.4000000000001}","[[9.777942491818194e-08, 0.002886784204798727], [4.531145476544883e-11, 1.3249173611823749e-06], [7.550178878248542e-15, 2.6806583097074016e-10]]",301.1499999999936,301.1500510249861,2.5292320933198584,2.550000000000001,0.0,0.0
0.75,bdf2,28.0066,0.019634875000000003,3,3.3220782916460836e-14,2.559367968102626e-10,2.100568963214755e-08,1.7772450178199506e-12,-0.16273100070287652,-0.16278436134484764,5.336064197111745e-05,2.00199990948411e-06,2.0035644334688592e-06,-1.564523984749352e-09,0.48217075754226424,5.631491153788876e-09,1.5735958262977997e-08,-0.0012785058112151674,"{""D"": 5.631491153788876e-09, ""cp"": 3409.6294543043027, ""k"": 0.48217075754226424, ""rho"": 973.0835733550175}","{""D"": 5.64168327438992e-09, ""cp"": 3415.295774647888, ""k"": 0.48295774647887335, ""rho"": 976.4000000000003}","[[1.248008742001772e-07, 0.0020155913190738396], [5.57055903174513e-11, 1.0839173203436297e-06], [3.3220782916460836e-14, 2.559367968102626e-10]]",301.14999999999316,301.1500886255462,2.524090416836074,2.5500000000000025,0.0,0.0
1.0,bdf2,28.0088,0.0196365,3,4.77548683462612e-14,2.375577730171973e-10,7.611652108607814e-08,1.870947841098314e-12,-0.2166041280027337,-0.21666562379465404,6.149579192032961e-05,1.9988385873763957e-06,2.0002506936937313e-06,-1.4121063173355736e-09,0.48204391700293736,5.629852420211121e-09,1.570993221152115e-08,-0.001701688022911282,"{""D"": 5.629852420211121e-09, ""cp"": 3408.7162024211493, ""k"": 0.48204391700293736, ""rho"": 972.553582990997}","{""D"": 5.641685258793433e-09, ""cp"": 3415.295774647888, ""k"": 0.48295774647887324, ""rho"": 976.4000000000003}","[[1.4853163953791628e-07, 0.0016230501471915912], [6.363798655469445e-11, 9.308130421556798e-07], [4.77548683462612e-14, 2.375577730171973e-10]]",301.1499999999923,301.1501333750482,2.5199498671171643,2.550000000000002,0.0,0.0
1.25,bdf2,28.011,0.019638125000000003,3,9.36221766438645e-14,2.226941942398314e-10,3.1998297345126048e-09,1.0085710044904772e-11,-0.2703227217313254,-0.27039140682347806,6.868509215268714e-05,1.996103895494276e-06,1.9973840702642317e-06,-1.280174769955667e-09,0.4819339565710208,5.628433821613112e-09,1.568741780381214e-08,-0.002123648810670734,"{""D"": 5.628433821613112e-09, ""cp"": 3407.92448731135, ""k"": 0.4819339565710208, ""rho"": 972.0951312422771}","{""D"": 5.641687746760227e-09, ""cp"": 3415.295774647888, ""k"": 0.48295774647887335, ""rho"": 976.4000000000003}","[[1.691757313143722e-07, 0.0014039409423497384], [7.107546495008847e-11, 8.337151521658921e-07], [9.36221766438645e-14, 2.226941942398314e-10]]",301.1499999999916,301.15018434372706,2.5163682128302898,2.5500000000000025,0.0,0.0
1.5,bdf2,28.0132,0.01963975,3,1.6421628710362484e-14,2.1133595962554858e-10,1.4770989764656406e-08,2.5147439686179496e-11,-0.3239042204907396,-0.3239793355675147,7.511507677510076e-05,1.993638844122491e-06,1.9948122616277694e-06,-1.1734175052785628e-09,0.48183511923967215,5.62716058847163e-09,1.5667218866014437e-08,-0.0025445282849011794,"{""D"": 5.62716058847163e-09, ""cp"": 3407.2128585256396, ""k"": 0.48183511923967215, ""rho"": 971.6838498604432}","{""D"": 5.641690653518924e-09, ""cp"": 3415.295774647888, ""k"": 0.48295774647887335, ""rho"": 976.4000000000003}","[[1.874801269200479e-07, 0.001259483150323268], [7.690475230286469e-11, 7.663384724184765e-07], [1.6421628710362484e-14, 2.1133595962554858e-10]]",301.14999999999094,301.15024082657726,2.513155077034712,2.550000000000003,0.0,0.0
1.75,bdf2,28.0154,0.019641375000000003,3,6.323269534508133e-14,2.022478045604405e-10,5.969354788248893e-09,1.2775558388966601e-11,-0.3773617187509024,-0.37744251753792923,8.079878702682564e-05,1.991369275586338e-06,1.9924564671609186e-06,-1.0871915745806636e-09,0.4817444289849824,5.6259940407554675e-09,1.5648716499553717e-08,-0.0029644257569533348,"{""D"": 5.6259940407554675e-09, ""cp"": 3406.5598886918733, ""k"": 0.4817444289849824, ""rho"": 971.3071307457469}","{""D"": 5.641693933124979e-09, ""cp"": 3415.295774647888, ""k"": 0.48295774647887335, ""rho"": 976.4000000000004}","[[2.0404341206381264e-07, 0.0011536580436461196], [8.303170165203613e-11, 7.154889601052356e-07], [6.323269534508133e-14, 2.022478045604405e-10]]",301.1499999999906,301.15030229929846,2.5102119589511482,2.5500000000000034,0.0,0.0
2.0,bdf2,28.0176,0.019643,3,9.1923330978698e-14,1.9456540953529702e-10,3.6007804737892e-08,1.540012561918047e-11,-0.43070466312214856,-0.4307909726946946,8.630957254601723e-05,1.989252784779567e-06,1.9902692528784956e-06,-1.016468098928463e-09,0.4816600958497588,5.624910898862273e-09,1.563153815879852e-08,-0.003383424941414863,"{""D"": 5.624910898862273e-09, ""cp"": 3405.952690118263, ""k"": 0.4816600958497588, ""rho"": 970.9573844605593}","{""D"": 5.6416975575615886e-09, ""cp"": 3415.295774647888, ""k"": 0.48295774647887335, ""rho"": 976.4000000000005}","[[2.1927606647853008e-07, 0.0010710790415222413], [8.865297444372275e-11, 6.748078604833738e-07], [9.1923330978698e-14, 1.9456540953529702e-10]]",301.1499999999899,301.1503683610922,2.5074795660981195,2.550000000000004,0.0,0.0
