test_case,reference_case,time_s,position_label,position_cm,C_ref_kg_kg,C_test_kg_kg,signed_error,absolute_error
N80_dt0.125,N80_dt0.0625_ref,6.5,r_1.5cm,1.5,2.550000000000001,2.550000000000014,1.2878587085651816e-14,1.2878587085651816e-14
N80_dt0.125,N80_dt0.0625_ref,6.5,r_1.0cm,1.0,2.55,2.55,0.0,0.0
N80_dt0.125,N80_dt0.0625_ref,6.5,center,0.0,2.55,2.55,0.0,0.0
N80_dt0.125,N80_dt0.0625_ref,6.625,surface,2.0,2.47970562815982,2.479836044818031,0.00013041665821100779,0.00013041665821100779
N80_dt0.125,N80_dt0.0625_ref,6.625,r_1.5cm,1.5,2.550000000000001,2.550000000000014,1.2878587085651816e-14,1.2878587085651816e-14
N80_dt0.125,N80_dt0.0625_ref,6.625,r_1.0cm,1.0,2.55,2.55,0.0,0.0
N80_dt0.125,N80_dt0.0625_ref,6.625,center,0.0,2.55,2.55,0.0,0.0
N80_dt0.125,N80_dt0.0625_ref,6.75,surface,2.0,2.47881633182537,2.478946165371357,0.000129833545987168,0.000129833545987168
N80_dt0.125,N80_dt0.0625_ref,6.75,r_1.5cm,1.5,2.550000000000001,2.550000000000014,1.2878587085651816e-14,1.2878587085651816e-14
N80_dt0.125,N80_dt0.0625_ref,6.75,r_1.0cm,1.0,2.55,2.55,0.0,0.0
