test_case,reference_case,test_dt_s,test_dr_cm,position_label,minimum_absolute_error_time_s,minimum_absolute_error,signed_error_at_minimum,signed_error_minimum,signed_error_maximum,zero_crossings_json
N80_dt1,N80_dt0.0625_ref,1.0,0.025,near_surface_1.9cm,15.0,0.0001636899630779176,-0.0001636899630779176,-0.0002738150843608622,-0.0001636899630779176,"{""crossings"":[],""exact_zero_times_s"":[]}"
N80_dt1,N80_dt0.0625_ref,1.0,0.025,surface,45.0,0.0006070113115796971,0.0006070113115796971,0.0006070113115796971,0.001262225107534487,"{""crossings"":[],""exact_zero_times_s"":[]}"
N80_dt0.5,N80_dt0.0625_ref,0.5,0.025,near_surface_1.9cm,15.0,7.69364650667903e-05,-7.69364650667903e-05,-0.00012946799900692696,-7.69364650667903e-05,"{""crossings"":[],""exact_zero_times_s"":[]}"
N80_dt0.5,N80_dt0.0625_ref,0.5,0.025,surface,45.0,0.0002833111361839613,0.0002833111361839613,0.0002833111361839613,0.0005898437687563707,"{""crossings"":[],""exact_zero_times_s"":[]}"
N80_dt0.25,N80_dt0.0625_ref,0.25,0.025,near_surface_1.9cm,15.0,3.308997632567312e-05,-3.308997632567312e-05,-5.585417661491121e-05,-3.308997632567312e-05,"{""crossings"":[],""exact_zero_times_s"":[]}"
N80_dt0.25,N80_dt0.0625_ref,0.25,0.025,surface,45.0,0.00012142792726210772,0.00012142792726210772,0.00012142792726210772,0.00025288556992641986,"{""crossings"":[],""exact_zero_times_s"":[]}"
N80_dt0.125,N80_dt0.0625_ref,0.125,0.025,near_surface_1.9cm,15.0,1.1049502282034496e-05,-1.1049502282034496e-05,-1.8680695134776215e-05,-1.1049502282034496e-05,"{""crossings"":[],""exact_zero_times_s"":[]}"
N80_dt0.125,N80_dt0.0625_ref,0.125,0.025,surface,45.0,4.047746288859955e-05,4.047746288859955e-05,4.047746288859955e-05,8.430413484283861e-05,"{""crossings"":[],""exact_zero_times_s"":[]}"
