test_case,reference_case,time_s,position_label,position_cm,C_ref_kg_kg,C_test_kg_kg,signed_error,absolute_error
N80_dt0.5,N80_dt0.0625_ref,0.0,surface,2.0,2.55,2.55,0.0,0.0
N80_dt0.5,N80_dt0.0625_ref,0.0,r_1.5cm,1.5,2.55,2.55,0.0,0.0
N80_dt0.5,N80_dt0.0625_ref,0.0,r_1.0cm,1.0,2.55,2.55,0.0,0.0
N80_dt0.5,N80_dt0.0625_ref,0.0,center,0.0,2.55,2.55,0.0,0.0
N80_dt0.5,N80_dt0.0625_ref,0.5,surface,2.0,2.5422338787508014,2.542472286741636,0.00023840799083441055,0.00023840799083441055
N80_dt0.5,N80_dt0.0625_ref,0.5,r_1.5cm,1.5,2.550000000000002,2.5500000000000003,-1.7763568394002505e-15,1.7763568394002505e-15
N80_dt0.5,N80_dt0.0625_ref,0.5,r_1.0cm,1.0,2.55,2.5499999999999994,-4.440892098500626e-16,4.440892098500626e-16
N80_dt0.5,N80_dt0.0625_ref,0.5,center,0.0,2.55,2.55,0.0,0.0
N80_dt0.5,N80_dt0.0625_ref,1.0,surface,2.0,2.535050705592842,2.5354765488096676,0.00042584321682559434,0.00042584321682559434
N80_dt0.5,N80_dt0.0625_ref,1.0,r_1.5cm,1.5,2.550000000000001,2.5500000000000007,-4.440892098500626e-16,4.440892098500626e-16
N80_dt0.5,N80_dt0.0625_ref,1.0,r_1.0cm,1.0,2.55,2.549999999999999,-8.881784197001252e-16,8.881784197001252e-16
N80_dt0.5,N80_dt0.0625_ref,1.0,center,0.0,2.55,2.55,0.0,0.0
N80_dt0.5,N80_dt0.0625_ref,1.5,surface,2.0,2.5283858484161046,2.5289572673731096,0.0005714189570049655,0.0005714189570049655
N80_dt0.5,N80_dt0.0625_ref,1.5,r_1.5cm,1.5,2.550000000000001,2.5500000000000003,-8.881784197001252e-16,8.881784197001252e-16
N80_dt0.5,N80_dt0.0625_ref,1.5,r_1.0cm,1.0,2.55,2.549999999999999,-8.881784197001252e-16,8.881784197001252e-16
N80_dt0.5,N80_dt0.0625_ref,1.5,center,0.0,2.55,2.55,0.0,0.0
N80_dt0.5,N80_dt0.0625_ref,2.0,surface,2.0,2.5221826553412754,2.522865377267829,0.0006827219265534978,0.0006827219265534978
N80_dt0.5,N80_dt0.0625_ref,2.0,r_1.5cm,1.5,2.550000000000001,2.55,-1.3322676295501878e-15,1.3322676295501878e-15
N80_dt0.5,N80_dt0.0625_ref,2.0,r_1.0cm,1.0,2.55,2.549999999999999,-8.881784197001252e-16,8.881784197001252e-16
N80_dt0.5,N80_dt0.0625_ref,2.0,center,0.0,2.55,2.55,0.0,0.0
N80_dt0.5,N80_dt0.0625_ref,2.5,surface,2.0,2.5163914162404395,2.5171574761880318,0.000766059947592268,0.000766059947592268
N80_dt0.5,N80_dt0.0625_ref,2.5,r_1.5cm,1.5,2.550000000000001,2.5499999999999994,-1.7763568394002505e-15,1.7763568394002505e-15
N80_dt0.5,N80_dt0.0625_ref,2.5,r_1.0cm,1.0,2.55,2.549999999999999,-8.881784197001252e-16,8.881784197001252e-16
N80_dt0.5,N80_dt0.0625_ref,2.5,center,0.0,2.55,2.55,0.0,0.0
N80_dt0.5,N80_dt0.0625_ref,3.0,surface,2.0,2.510968463902904,2.5117951340407623,0.0008266701378580876,0.0008266701378580876
N80_dt0.5,N80_dt0.0625_ref,3.0,r_1.5cm,1.5,2.550000000000001,2.549999999999999,-2.220446049250313e-15,2.220446049250313e-15
N80_dt0.5,N80_dt0.0625_ref,3.0,r_1.0cm,1.0,2.55,2.549999999999999,-8.881784197001252e-16,8.881784197001252e-16
N80_dt0.5,N80_dt0.0625_ref,3.0,center,0.0,2.55,2.55,0.0,0.0
N80_dt0.5,N80_dt0.0625_ref,3.5,surface,2.0,2.5058753956262985,2.506744289472314,0.0008688938460155171,0.0008688938460155171
N80_dt0.5,N80_dt0.0625_ref,3.5,r_1.5cm,1.5,2.550000000000001,2.549999999999999,-2.220446049250313e-15,2.220446049250313e-15
N80_dt0.5,N80_dt0.0625_ref,3.5,r_1.0cm,1.0,2.55,2.549999999999999,-8.881784197001252e-16,8.881784197001252e-16
N80_dt0.5,N80_dt0.0625_ref,3.5,center,0.0,2.55,2.55,0.0,0.0
