test_case,reference_case,time_s,position_label,position_cm,C_ref_kg_kg,C_test_kg_kg,signed_error,absolute_error
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.375,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.375,center,0.0,2.549999999999996,2.55,3.9968028886505635e-15,3.9968028886505635e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.4375,surface,2.0,2.5181441499406065,2.544156330595647,0.026012180655040407,0.026012180655040407
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.4375,r_1.5cm,1.5,2.549999999999997,2.55,2.6645352591003757e-15,2.6645352591003757e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.4375,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.4375,center,0.0,2.5499999999999954,2.55,4.440892098500626e-15,4.440892098500626e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.5,surface,2.0,2.517173172107218,2.543904407260582,0.026731235153364175,0.026731235153364175
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.5,r_1.5cm,1.5,2.549999999999997,2.55,2.6645352591003757e-15,2.6645352591003757e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.5,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.5,center,0.0,2.549999999999995,2.55,4.884981308350689e-15,4.884981308350689e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.5625,surface,2.0,2.5162240152024147,2.5436526615264645,0.027428646324049843,0.027428646324049843
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.5625,r_1.5cm,1.5,2.549999999999997,2.55,2.6645352591003757e-15,2.6645352591003757e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.5625,r_1.0cm,1.0,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.5625,center,0.0,2.5499999999999945,2.55,5.329070518200751e-15,5.329070518200751e-15
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.625,surface,2.0,2.5152956852289656,2.5434010932142543,0.02810540798528871,0.02810540798528871
dr0.1_dt0.0625,dr0.0125_ref_dt0.0625,1.625,r_1.5cm,1.5,2.549999999999997,2.55,2.6645352591003757e-15,2.6645352591003757e-15
