test_case,reference_case,time_s,position_label,position_cm,C_ref_kg_kg,C_test_kg_kg,signed_error,absolute_error
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.0,surface,2.0,2.55,2.55,0.0,0.0
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.0,r_1.5cm,1.5,2.55,2.55,0.0,0.0
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.0,r_1.0cm,1.0,2.55,2.55,0.0,0.0
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.0,center,0.0,2.55,2.55,0.0,0.0
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.0625,surface,2.0,2.5480495471745344,2.5494920899060163,0.0014425427314819217,0.0014425427314819217
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.0625,r_1.5cm,1.5,2.5499999999999994,2.55,4.440892098500626e-16,4.440892098500626e-16
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.0625,r_1.0cm,1.0,2.55,2.5499999999999994,-4.440892098500626e-16,4.440892098500626e-16
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.0625,center,0.0,2.5500000000000003,2.5499999999999994,-8.881784197001252e-16,8.881784197001252e-16
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.125,surface,2.0,2.546171803769424,2.5489855213799717,0.002813717610547606,0.002813717610547606
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.125,r_1.5cm,1.5,2.549999999999999,2.55,8.881784197001252e-16,8.881784197001252e-16
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.125,r_1.0cm,1.0,2.55,2.549999999999999,-8.881784197001252e-16,8.881784197001252e-16
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.125,center,0.0,2.5500000000000003,2.549999999999999,-1.3322676295501878e-15,1.3322676295501878e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.1875,surface,2.0,2.544362734677498,2.5484802892508065,0.004117554573308535,0.004117554573308535
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.1875,r_1.5cm,1.5,2.5499999999999985,2.55,1.3322676295501878e-15,1.3322676295501878e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.1875,r_1.0cm,1.0,2.55,2.5499999999999985,-1.3322676295501878e-15,1.3322676295501878e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.1875,center,0.0,2.5500000000000003,2.5499999999999985,-1.7763568394002505e-15,1.7763568394002505e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.25,surface,2.0,2.5426185539868604,2.547976388369723,0.005357834382862414,0.005357834382862414
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.25,r_1.5cm,1.5,2.549999999999998,2.55,1.7763568394002505e-15,1.7763568394002505e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.25,r_1.0cm,1.0,2.5499999999999994,2.549999999999998,-1.3322676295501878e-15,1.3322676295501878e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.25,center,0.0,2.5500000000000003,2.549999999999998,-2.220446049250313e-15,2.220446049250313e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.3125,surface,2.0,2.540935708782509,2.5474738136100834,0.0065381048275745535,0.0065381048275745535
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.3125,r_1.5cm,1.5,2.5499999999999976,2.55,2.220446049250313e-15,2.220446049250313e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.3125,r_1.0cm,1.0,2.549999999999999,2.5499999999999976,-1.3322676295501878e-15,1.3322676295501878e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.3125,center,0.0,2.5500000000000003,2.5499999999999976,-2.6645352591003757e-15,2.6645352591003757e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.375,surface,2.0,2.5393108640348174,2.54697255986731,0.007661695832492654,0.007661695832492654
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.375,r_1.5cm,1.5,2.549999999999997,2.55,2.6645352591003757e-15,2.6645352591003757e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.375,r_1.0cm,1.0,2.549999999999999,2.549999999999997,-1.7763568394002505e-15,1.7763568394002505e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.375,center,0.0,2.5500000000000003,2.549999999999997,-3.1086244689504383e-15,3.1086244689504383e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.4375,surface,2.0,2.53774088849985,2.546472622058786,0.008731733558935861,0.008731733558935861
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.4375,r_1.5cm,1.5,2.549999999999997,2.55,2.6645352591003757e-15,2.6645352591003757e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.4375,r_1.0cm,1.0,2.549999999999999,2.5499999999999967,-2.220446049250313e-15,2.220446049250313e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.4375,center,0.0,2.5500000000000003,2.5499999999999967,-3.552713678800501e-15,3.552713678800501e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.5,surface,2.0,2.5362228415622874,2.5459739951237514,0.009751153561464054,0.009751153561464054
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.5,r_1.5cm,1.5,2.549999999999997,2.55,2.6645352591003757e-15,2.6645352591003757e-15
dr0.05_dt0.0625,dr0.0125_ref_dt0.0625,0.5,r_1.0cm,1.0,2.549999999999999,2.5499999999999963,-2.6645352591003757e-15,2.6645352591003757e-15
