time_s,distance_cm,moisture_kg_kg
100,0,2.549999999999998
100,0.01248046875,2.549999999999998
100,0.024921875,2.5499999999999998
100,0.03732421875,2.5499999999999998
100,0.0496875,2.5499999999999998
100,0.06201171875,2.5499999999999994
100,0.074296875,2.5500000000000007
100,0.08654296875,2.5500000000000003
100,0.09875,2.5500000000000012
100,0.1,2.550000000000002
100,0.11091796875,2.5499999999999998
100,0.123046875,2.5499999999999989
100,0.13513671875,2.5499999999999998
100,0.1471875,2.5499999999999998
100,0.15919921875,2.5500000000000007
100,0.171171875,2.5499999999999998
100,0.18310546875,2.549999999999998
100,0.195,2.5499999999999994
100,0.2,2.5499999999999998
100,0.20685546875,2.5499999999999998
100,0.218671875,2.5499999999999963
100,0.23044921875,2.5499999999999936
100,0.2421875,2.5499999999999927
100,0.25388671875,2.5499999999999909
100,0.265546875,2.5499999999999963
100,0.27716796875,2.549999999999998
100,0.28875,2.5500000000000003
100,0.3,2.550000000000002
100,0.30029296875,2.5500000000000016
100,0.311796875,2.5500000000000007
100,0.32326171875,2.5499999999999998
100,0.3346875,2.5500000000000007
100,0.34607421875,2.549999999999998
100,0.357421875,2.5500000000000007
100,0.36873046875,2.549999999999998
100,0.38,2.5499999999999963
100,0.39123046875,2.5499999999999989
100,0.4,2.5499999999999994
100,0.402421875,2.5499999999999994
100,0.41357421875,2.5499999999999989
100,0.4246875,2.5500000000000007
100,0.43576171875,2.5499999999999989
100,0.446796875,2.5499999999999954
100,0.45779296875,2.5499999999999936
100,0.46875,2.549999999999998
100,0.47966796875,2.5500000000000007
100,0.490546875,2.5499999999999989
100,0.5,2.5500000000000003
100,0.50138671875,2.5500000000000003
100,0.5121875,2.5500000000000007
100,0.52294921875,2.5499999999999998
100,0.533671875,2.5499999999999998
100,0.54435546875,2.5499999999999963
100,0.555,2.5499999999999998
100,0.56560546875,2.5500000000000007
100,0.576171875,2.5499999999999963
100,0.58669921875,2.549999999999994
100,0.5971875,2.549999999999998
100,0.6,2.5499999999999994
100,0.60763671875,2.5499999999999998
100,0.618046875,2.549999999999998
100,0.62841796875,2.5499999999999967
100,0.63875,2.5499999999999954
100,0.64904296875,2.5499999999999958
100,0.659296875,2.5499999999999998
100,0.66951171875,2.5500000000000065
100,0.6796875,2.5500000000000234
100,0.68982421875,2.5500000000000438
100,0.699921875,2.5500000000000673
100,0.7,2.5500000000000673
100,0.70998046875,2.5500000000000487
100,0.72,2.5500000000000282
100,0.72998046875,2.5500000000000091
100,0.739921875,2.5500000000000012
100,0.74982421875,2.5499999999999989
100,0.7596875,2.5499999999999963
100,0.76951171875,2.5499999999999963
100,0.779296875,2.549999999999998
100,0.78904296875,2.5500000000000007
100,0.79875,2.5500000000000016
100,0.8,2.5500000000000012
100,0.80841796875,2.5499999999999998
100,0.818046875,2.5500000000000003
100,0.82763671875,2.5499999999999989
100,0.8371875,2.5499999999999998
100,0.84669921875,2.549999999999998
100,0.856171875,2.5499999999999998
100,0.86560546875,2.5499999999999989
100,0.875,2.5499999999999998
100,0.88435546875,2.5500000000000012
100,0.893671875,2.5500000000000007
100,0.9,2.5500000000000003
100,0.90294921875,2.5500000000000003
100,0.9121875,2.5499999999999998
100,0.92138671875,2.5499999999999998
100,0.930546875,2.550000000000002
100,0.93966796875,2.5500000000000016
100,0.94875,2.5499999999999989
100,0.95779296875,2.5499999999999989
100,0.966796875,2.5499999999999989
100,0.97576171875,2.5499999999999994
100,0.9846875,2.5500000000000007
100,0.99357421875,2.5499999999999998
100,1,2.5499999999999998
100,1.002421875,2.5499999999999998
100,1.01123046875,2.5499999999999998
100,1.02,2.5500000000000003
100,1.02873046875,2.5499999999999998
100,1.037421875,2.5500000000000007
100,1.04607421875,2.5499999999999989
100,1.0546875,2.5499999999999994
100,1.06326171875,2.5500000000000007
100,1.071796875,2.5499999999999998
100,1.08029296875,2.5500000000000012
100,1.08875,2.5499999999999989
100,1.09716796875,2.5499999999999989
100,1.1,2.5499999999999989
100,1.105546875,2.549999999999998
100,1.11388671875,2.5499999999999967
100,1.1221875,2.5499999999999994
100,1.13044921875,2.5499999999999989
100,1.138671875,2.5499999999999989
100,1.14685546875,2.5499999999999989
100,1.155,2.5499999999999989
100,1.16310546875,2.5499999999999989
100,1.171171875,2.5499999999999998
100,1.17919921875,2.5499999999999989
100,1.1871875,2.549999999999998
100,1.19513671875,2.5499999999999994
100,1.2,2.5500000000000007
100,1.203046875,2.5500000000000007
100,1.21091796875,2.5499999999999998
100,1.21875,2.5499999999999989
100,1.22654296875,2.5499999999999989
100,1.234296875,2.549999999999998
100,1.24201171875,2.5499999999999989
100,1.2496875,2.5500000000000003
100,1.25732421875,2.5499999999999972
100,1.264921875,2.5499999999999945
100,1.27248046875,2.5499999999999834
100,1.28,2.5499999999999674
100,1.28748046875,2.5499999999999403
100,1.294921875,2.5499999999998924
100,1.3,2.54999999999984
100,1.30232421875,2.5499999999998089
100,1.3096875,2.5499999999996734
100,1.31701171875,2.5499999999994496
100,1.324296875,2.5499999999990837
100,1.33154296875,2.5499999999984859
100,1.33875,2.5499999999975209
100,1.34591796875,2.5499999999959755
100,1.353046875,2.5499999999935148
100,1.36013671875,2.549999999989625
100,1.3671875,2.5499999999835237
100,1.37419921875,2.5499999999740202
100,1.381171875,2.5499999999593177
100,1.38810546875,2.5499999999367282
100,1.395,2.5499999999022562
100,1.4,2.5499999998659169
100,1.40185546875,2.5499999998491538
100,1.408671875,2.5499999997705616
100,1.41544921875,2.5499999996528713
100,1.4221875,2.5499999994779197
100,1.42888671875,2.5499999992196192
100,1.435546875,2.5499999988407764
100,1.44216796875,2.5499999982887065
100,1.44875,2.5499999974892948
100,1.45529296875,2.5499999963389648
100,1.461796875,2.5499999946939051
100,1.46826171875,2.5499999923557306
100,1.4746875,2.5499999890525102
100,1.48107421875,2.5499999844138594
100,1.487421875,2.5499999779384535
100,1.49373046875,2.5499999689519304
100,1.5,2.5499999565527367
100,1.50623046875,2.5499999395428956
100,1.512421875,2.5499999163401221
100,1.51857421875,2.5499998848669754
100,1.5246875,2.5499998424119794
100,1.53076171875,2.549999785456762
100,1.536796875,2.5499997094623006
100,1.54279296875,2.5499996086063117
100,1.54875,2.5499994754627124
100,1.55466796875,2.5499993006128863
100,1.560546875,2.5499990721772705
100,1.56638671875,2.5499987752545397
100,1.5721875,2.5499983912544564
100,1.57794921875,2.5499978971092587
100,1.583671875,2.5499972643474282
100,1.58935546875,2.5499964580127203
100,1.595,2.5499954354106502
100,1.6,2.5499942972734106
100,1.60060546875,2.5499941413299219
100,1.606171875,2.5499925199724909
100,1.61169921875,2.549990492197109
100,1.6171875,2.5499879677391579
100,1.62263671875,2.5499848391005511
100,1.628046875,2.5499809788874903
100,1.63341796875,2.5499762368603673
100,1.63875,2.549970436686654
100,1.64404296875,2.5499633723912742
100,1.649296875,2.5499548045032423
100,1.65451171875,2.5499444559023137
100,1.6596875,2.5499320073749403
100,1.66482421875,2.5499170928949506
100,1.669921875,2.549899294650964
100,1.67498046875,2.549878137849543
100,1.68,2.5498530853303287
100,1.68498046875,2.5498235320368168
100,1.689921875,2.5497887993937711
100,1.69482421875,2.549748129649489
100,1.6996875,2.5497006802479465
100,1.7,2.5496973509973024
100,1.70451171875,2.5496454823784127
100,1.709296875,2.5495815811377067
100,1.71404296875,2.5495078089604655
