time_s,distance_cm,moisture_kg_kg
1150,1,2.5485577984532499
1150.25,1,2.5485560500118023
1150.5,1,2.5485543001455517
1150.75,1,2.5485525488540186
1151,1,2.5485507961367264
1151.25,1,2.5485490419931969
1151.5,1,2.548547286422953
1151.75,1,2.5485455294255179
1152,1,2.5485437710004146
1152.25,1,2.5485420111471679
1152.5,1,2.5485402498652996
1152.75,1,2.5485384871543353
1153,1,2.5485367230137994
1153.25,1,2.5485349574432168
1153.5,1,2.5485331904421114
1153.75,1,2.5485314220100079
1154,1,2.5485296521464322
1154.25,1,2.5485278808509113
1154.5,1,2.5485261081229709
1154.75,1,2.5485243339621366
1155,1,2.5485225583679352
1155.25,1,2.5485207813398922
1155.5,1,2.5485190028775353
1155.75,1,2.5485172229803927
1156,1,2.5485154416479916
1156.25,1,2.5485136588798594
1156.5,1,2.5485118746755249
1156.75,1,2.5485100890345147
1157,1,2.5485083019563599
1157.25,1,2.5485065134405893
1157.5,1,2.5485047234867304
1157.75,1,2.5485029320943133
1158,1,2.5485011392628678
1158.25,1,2.548499344991924
1158.5,1,2.548497549281012
1158.75,1,2.5484957521296634
1159,1,2.5484939535374078
1159.25,1,2.5484921535037763
1159.5,1,2.5484903520283013
1159.75,1,2.5484885491105134
1160,1,2.5484867447499453
1160.25,1,2.548484938946129
1160.5,1,2.5484831316985956
1160.75,1,2.5484813230068784
1161,1,2.5484795128705109
1161.25,1,2.5484777012890261
1161.5,1,2.548475888261958
1161.75,1,2.5484740737888396
1162,1,2.5484722578692049
1162.25,1,2.54847044050259
1162.5,1,2.5484686216885279
1162.75,1,2.548466801426553
1163,1,2.5484649797162007
1163.25,1,2.5484631565570064
1163.5,1,2.548461331948507
1163.75,1,2.5484595058902371
1164,1,2.5484576783817339
1164.25,1,2.5484558494225329
1164.5,1,2.5484540190121709
1164.75,1,2.5484521871501844
1165,1,2.5484503538361127
1165.25,1,2.5484485190694919
1165.5,1,2.54844668284986
1165.75,1,2.5484448451767547
1166,1,2.5484430060497147
1166.25,1,2.548441165468279
1166.5,1,2.5484393234319875
1166.75,1,2.5484374799403766
1167,1,2.548435634992988
1167.25,1,2.5484337885893602
1167.5,1,2.5484319407290341
1167.75,1,2.5484300914115496
1168,1,2.5484282406364471
1168.25,1,2.5484263884032665
1168.5,1,2.5484245347115491
1168.75,1,2.5484226795608382
1169,1,2.5484208229506748
1169.25,1,2.5484189648805993
1169.5,1,2.548417105350155
1169.75,1,2.5484152443588828
1170,1,2.5484133819063266
1170.25,1,2.5484115179920304
1170.5,1,2.5484096526155353
1170.75,1,2.5484077857763858
1171,1,2.5484059174741254
1171.25,1,2.5484040477082992
1171.5,1,2.5484021764784508
1171.75,1,2.548400303784125
1172,1,2.5483984296248652
1172.25,1,2.5483965540002185
