time_s,distance_cm,temperature_c
100,0,28.000053434678421
100,0.01248046875,28.000053539099213
100,0.024921875,28.000053851486712
100,0.03732421875,28.000054371334897
100,0.0496875,28.000055099062024
100,0.06201171875,28.000056035997318
100,0.074296875,28.000057184364948
100,0.08654296875,28.000058547269077
100,0.09875,28.000060128682662
100,0.1,28.000060303603959
100,0.11091796875,28.000061933858888
100,0.123046875,28.000063967608014
100,0.13513671875,28.000066236931673
100,0.1471875,28.000068749218542
100,0.15919921875,28.00007151270961
100,0.171171875,28.000074536501359
100,0.18310546875,28.000077830551788
100,0.195,28.000081405687808
100,0.2,28.000083000102222
100,0.20685546875,28.000085275904894
100,0.218671875,28.000089449102177
100,0.23044921875,28.000093941194848
100,0.2421875,28.000098766593567
100,0.25388671875,28.000103940640599
100,0.265546875,28.000109479626758
100,0.27716796875,28.000115400809136
100,0.28875,28.000121722430038
100,0.3,28.000128287236464
100,0.30029296875,28.000128464112095
100,0.311796875,28.000135645367777
100,0.32326171875,28.000143287910873
100,0.3346875,28.00015141413644
100,0.34607421875,28.000160047534735
100,0.357421875,28.000169212715605
100,0.36873046875,28.000178935432757
100,0.38,28.000189242609679
100,0.39123046875,28.000200162364649
100,0.4,28.00020916487199
100,0.402421875,28.000211727881151
100,0.41357421875,28.000223961936626
100,0.4246875,28.000236900372272
100,0.43576171875,28.000250576349515
100,0.446796875,28.000265024357248
100,0.45779296875,28.00028028023911
100,0.46875,28.000296381219584
100,0.47966796875,28.000313365931333
100,0.490546875,28.000331274440953
100,0.5,28.000347676810065
100,0.50138671875,28.00035015187774
100,0.5121875,28.000370033948229
100,0.52294921875,28.000390968890997
100,0.533671875,28.000413002765697
100,0.54435546875,28.000436183192392
100,0.555,28.000460559374972
100,0.56560546875,28.000486182124462
100,0.576171875,28.000513103880962
100,0.58669921875,28.000541378734908
100,0.5971875,28.000571062447534
100,0.6,28.000579292517386
100,0.60763671875,28.000602221274164
100,0.618046875,28.000634896550537
100,0.62841796875,28.000669158204857
100,0.63875,28.000705068864249
100,0.64904296875,28.000742692913207
100,0.659296875,28.000782096506839
100,0.66951171875,28.00082334758298
100,0.6796875,28.000866515873383
100,0.68982421875,28.000911672912764
100,0.699921875,28.000958892046924
100,0.7,28.000959266498171
100,0.70998046875,28.001008248900519
100,0.72,28.001059819525267
100,0.72998046875,28.001113683202902
100,0.739921875,28.001169920568543
100,0.74982421875,28.001228614082549
100,0.7596875,28.001289848028136
100,0.76951171875,28.001353708506826
100,0.779296875,28.001420283432367
100,0.78904296875,28.00148966252226
100,0.79875,28.001561937288045
100,0.8,28.001571484573844
100,0.80841796875,28.001637209734156
100,0.818046875,28.001715557322086
100,0.82763671875,28.00179708576195
100,0.8371875,28.001881893595396
100,0.84669921875,28.001970081075399
100,0.856171875,28.002061750143071
100,0.86560546875,28.002157004402761
100,0.875,28.002255949094604
100,0.88435546875,28.002358691065126
100,0.893671875,28.002465338735306
100,0.9,28.002540341511974
100,0.90294921875,28.0025760230792
100,0.9121875,28.002690813151332
100,0.92138671875,28.002809843307944
100,0.930546875,28.002933227903497
100,0.93966796875,28.003061082674094
100,0.94875,28.003193524692051
100,0.95779296875,28.003330672317986
100,0.966796875,28.003472645151305
100,0.97576171875,28.003619563977907
100,0.9846875,28.00377155071584
100,0.99357421875,28.003928728358972
100,1,28.004046147795464
100,1.002421875,28.004091244320819
100,1.01123046875,28.004259176377957
100,1.02,28.004432674202803
100,1.02873046875,28.004611864483081
100,1.037421875,28.004796874667647
100,1.04607421875,28.004987832897257
100,1.0546875,28.005184867933394
100,1.06326171875,28.005388109085402
100,1.071796875,28.005597686135275
100,1.08029296875,28.005813729260524
100,1.08875,28.006036368955961
100,1.09716796875,28.006265735952809
100,1.1,28.006344696429437
100,1.105546875,28.006501992016865
100,1.11388671875,28.006745205893708
100,1.1221875,28.006995539879938
100,1.13044921875,28.007253124813928
100,1.138671875,28.007518091343115
100,1.14685546875,28.007790569834583
100,1.155,28.008070690283034
100,1.16310546875,28.008358582218591
100,1.171171875,28.008654374612377
100,1.17919921875,28.008958195781645
100,1.1871875,28.009270173293885
100,1.19513671875,28.009590433868766
100,1.2,28.00979132805162
100,1.203046875,28.009919140203863
100,1.21091796875,28.010256342701609
100,1.21875,28.010602202373036
100,1.22654296875,28.010956841556492
100,1.234296875,28.011320381243763
100,1.24201171875,28.011692940977412
100,1.2496875,28.012074638749141
100,1.25732421875,28.012465590896625
100,1.264921875,28.012865912000564
100,1.27248046875,28.013275714780889
100,1.28,28.013695109993364
100,1.28748046875,28.01412420632613
100,1.294921875,28.014563110296024
100,1.3,28.0148696954098
100,1.30232421875,28.015011962499102
100,1.3096875,28.015470791676648
100,1.31701171875,28.015939733997698
100,1.324296875,28.016418886260794
100,1.33154296875,28.016908342578631
100,1.33875,28.017408194276072
100,1.34591796875,28.01791852978954
100,1.353046875,28.018439434566744
100,1.36013671875,28.018970990966579
100,1.3671875,28.019513278161526
100,1.37419921875,28.020066372039878
100,1.381171875,28.020630345108998
100,1.38810546875,28.021205266400273
100,1.395,28.021791201375265
100,1.4,28.02222521343208
100,1.40185546875,28.022388246138007
100,1.408671875,28.022996389785419
100,1.41544921875,28.023615721174735
100,1.4221875,28.0242462905764
100,1.42888671875,28.024888144243164
100,1.435546875,28.025541324325786
100,1.44216796875,28.026205868790214
100,1.44875,28.026881811336921
100,1.45529296875,28.027569181322292
100,1.461796875,28.028268003682001
100,1.46826171875,28.028978298856657
100,1.4746875,28.029700082719842
100,1.48107421875,28.030433366508078
100,1.487421875,28.031178156753754
100,1.49373046875,28.031934455219755
100,1.5,28.03270225883756
100,1.50623046875,28.033481559647214
100,1.512421875,28.034272344740259
100,1.51857421875,28.035074596205391
100,1.5246875,28.035888291076844
100,1.53076171875,28.03671340128551
100,1.536796875,28.037549893613004
100,1.54279296875,28.03839772964875
100,1.54875,28.039256865750474
100,1.55466796875,28.04012725300646
100,1.560546875,28.041008837202526
100,1.56638671875,28.041901558790528
100,1.5721875,28.042805352861194
100,1.57794921875,28.043720149119395
100,1.583671875,28.044645871863395
100,1.58935546875,28.045582439966211
100,1.595,28.046529766861511
100,1.6,28.047383458178274
100,1.60060546875,28.04748777500447
100,1.606171875,28.048456337874143
100,1.61169921875,28.049435367103968
100,1.6171875,28.05042475428786
100,1.62263671875,28.051424385556118
100,1.628046875,28.052434141580591
100,1.63341796875,28.053453897583495
100,1.63875,28.054483523349006
100,1.64404296875,28.055522883238666
100,1.649296875,28.056571836209912
100,1.65451171875,28.057630235838246
100,1.6596875,28.058697930341964
100,1.66482421875,28.059774762611482
100,1.669921875,28.060860570240663
100,1.67498046875,28.06195518556251
100,1.68,28.063058435686969
100,1.68498046875,28.064170142542821
100,1.689921875,28.06529012292259
100,1.69482421875,28.066418188530577
100,1.6996875,28.067554146034013
100,1.7,28.067627721641827
100,1.70451171875,28.068697804204874
100,1.709296875,28.069848945590536
100,1.71404296875,28.071007369209781
100,1.71875,28.0721728621549
100,1.72341796875,28.073345206782903
100,1.728046875,28.074524180784294
100,1.73263671875,28.075709557255777
100,1.7371875,28.076901104774947
100,1.74169921875,28.078098587477598
100,1.746171875,28.079301765138496
100,1.75060546875,28.080510393254087
100,1.755,28.081724223127878
100,1.75935546875,28.082943001959165
100,1.763671875,28.084166472932907
100,1.76794921875,28.085394375313115
100,1.7721875,28.086626444537899
100,1.77638671875,28.087862412317293
100,1.780546875,28.08910200673273
100,1.78466796875,28.090344952339535
100,1.78875,28.091590970270317
100,1.79279296875,28.092839778341613
100,1.796796875,28.094091091161545
100,1.8,28.09510268146488
100,1.80076171875,28.095344632181593
100,1.8046875,28.096600085995135
100,1.80857421875,28.097857170239934
100,1.812421875,28.099115587807319
100,1.81623046875,28.100375038946879
100,1.82,28.101635221384697
100,1.82373046875,28.102895830443231
100,1.827421875,28.10415655916205
100,1.83107421875,28.105417098420332
100,1.8346875,28.106677137060274
100,1.83826171875,28.107936362011571
100,1.841796875,28.109194458417619
100,1.84529296875,28.110451109762096
100,1.84875,28.111705997996296
100,1.85216796875,28.11295880366805
100,1.855546875,28.114209206051157
100,1.85888671875,28.115456883275101
100,1.8621875,28.116701512455904
