time_s,radius_cm,cmax_kg_kg,center_kg_kg,surface_kg_kg,volume_mean_kg_kg,picard_iterations,nonlinear_residual,linear_residual,radius_rate_cm_s,mass_step_residual,robin_residual
6120.0,1.668177263157895,2.54987248850979,2.54987248850979,1.1847098501331494,2.1856215721766397,4,3.581716319908151e-11,2.3874235921539366e-12,-4.805507992202724e-05,-0.00013637882427234693,-1.7293651681301502e-08
6180.0,1.665307298245614,2.5498522482563586,2.5498522482563586,1.1826045787394153,2.182531677716548,4,4.7612104649141014e-11,1.7621459846850485e-12,-4.7625138401559424e-05,-0.00013515523362394655,-1.6615661061511145e-08
6240.0,1.6624658245614037,2.5498293957218228,2.5498293957218228,1.1804929520906995,2.179411129548976,4,4.102517228063272e-11,1.8189894035458565e-12,-4.7110986354775676e-05,-0.00013368800367619745,-1.662910711373736e-08
6300.0,1.6596578947368423,2.5498036781059907,2.5498036781059907,1.1782124375623861,2.1762550646885215,4,4.244282599717376e-11,1.8189894035458565e-12,-4.651262378167641e-05,-0.00013195987596850537,-1.648903581548108e-08
6360.0,1.6568885614035087,2.54977482805085,2.54977482805085,1.1757133532510975,2.173057770325248,4,4.127240504933546e-11,1.9326762412674725e-12,-4.583005068226121e-05,-0.00012996544490634409,-1.654870799420084e-08
6420.0,1.6541628771929826,2.5497425632338095,2.5497425632338095,1.173038989183952,2.1698154555711437,4,4.424560194227472e-11,1.5916157281026244e-12,-4.506326705653029e-05,-0.0001277120650242825,-1.635752242947623e-08
6480.0,1.6514858947368425,2.5497065866887167,2.5497065866887167,1.1701724689456703,2.1665234975093806,4,4.5389854133504835e-11,2.5579538487363607e-12,-4.4212272904483425e-05,-0.00012519815118462534,-1.6280659049465023e-08
6540.0,1.6488626666666668,2.5496665876726117,2.5496665876726117,1.1673751606708378,2.1631768950693226,4,5.47398959303265e-11,1.3642420526593924e-12,-4.327706822612084e-05,-0.00012245668714918267,-1.5423646080470677e-08
6600.0,1.6462982456140351,2.5496222426429136,2.5496222426429136,1.164443677621591,2.1597686947345753,4,4.730894366707844e-11,1.8758328224066645e-12,-4.2257653021442515e-05,-0.0001194597423571156,-1.558218878623788e-08
6660.0,1.6437976842105262,2.549573215626241,2.549573215626241,1.1612164626586714,2.156295264348996,4,5.036317862775167e-11,1.5916157281026244e-12,-4.115402729044827e-05,-0.00011619557468157732,-1.5405544638693957e-08
6720.0,1.641366035087719,2.5495191572280755,2.5495191572280755,1.15782454467185,2.1527526753335637,4,5.4192080017001736e-11,1.5916157281026244e-12,-3.99661910331383e-05,-0.0001126815837886949,-1.505202746787232e-08
6780.0,1.639008350877193,2.5494597044763223,2.5494597044763223,1.1543492882204167,2.149134856390966,4,5.680486754170808e-11,2.0463630789890885e-12,-3.869414424951281e-05,-0.00010892777665982476,-1.4594474154548259e-08
6840.0,1.6367296842105263,2.549394482618419,2.549394482618419,1.1506484255614606,2.1454366755796306,4,5.545381758389535e-11,2.3874235921539366e-12,-3.733788693957117e-05,-0.00010492076072256837,-1.4547981443084221e-08
6900.0,1.6345350877192983,2.5493231060852497,2.5493231060852497,1.1468563321567529,2.14165412663203,4,6.132741901573688e-11,1.7053025658242404e-12,-3.5897419103313915e-05,-0.00010067983080938744,-1.3760917040358979e-08
6960.0,1.6324296140350878,2.5492451781274443,2.5492451781274443,1.142956029835794,2.137780876850756,4,5.935579700986963e-11,2.2168933355715126e-12,-3.437274074074072e-05,-9.620299878544951e-05,-1.3552592904924729e-08
7020.0,1.6304183157894736,2.54916029106493,2.54916029106493,1.138778965645271,2.133811710697863,4,6.091325592695175e-11,1.4779288903810084e-12,-3.276385185185179e-05,-9.148029905377557e-05,-1.3282860278822516e-08
7080.0,1.6285062456140351,2.5490680257367058,2.5490680257367058,1.1343176991418822,2.1297426254225393,4,6.199103622385896e-11,2.1032064978498966e-12,-3.107075243664721e-05,-8.651691622009049e-05,-1.3078476993108953e-08
